"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SSNA1",0.000298671092367829,-0.553080827219396,0.218,0.5,1,"AS-","SSNA1"
"ZFHX3",0.000354840770453825,-0.436759270295519,0.045,0.222,1,"AS-","ZFHX3"
"XPA",0.000408437404423529,-0.81048698686919,0.077,0.278,1,"AS-","XPA"
"GRN",0.000470035021267141,0.715831448004835,0.699,0.444,1,"AS-","GRN"
"FXN",0.000504735827924114,-0.342325486735047,0.026,0.167,1,"AS-","FXN"
"RNASEH2A",0.000538278180283609,-0.476489134042777,0.026,0.167,1,"AS-","RNASEH2A"
"MTHFS",0.000557138503149122,-0.350752897239772,0.064,0.25,1,"AS-","MTHFS"
"ZNF428",0.000627801398367112,-0.713322415338592,0.128,0.361,1,"AS-","ZNF428"
"VCAN",0.000677474385073698,0.824911271284742,0.538,0.222,1,"AS-","VCAN"
"PPP1R11",0.00067806236825766,-0.682471427484941,0.192,0.444,1,"AS-","PPP1R11"
"KCNQ1OT1",0.000756653270579579,-0.30961637432444,0.064,0.25,1,"AS-","KCNQ1OT1"
"SELL",0.000873410879556327,0.743771222121644,0.481,0.167,1,"AS-","SELL"
"TBC1D10C",0.000923057303251371,-0.520211043292351,0.237,0.5,1,"AS-","TBC1D10C"
"RPS28",0.000999157043757186,0.300794143573693,1,0.889,1,"AS-","RPS28"
"PWWP2B",0.00109035592518184,-0.503110920626763,0.051,0.222,1,"AS-","PWWP2B"
"FCN1",0.00114130880933792,0.637055131635174,0.782,0.528,1,"AS-","FCN1"
"NAP1L1",0.00136918494089218,-0.456242433824906,0.654,0.806,1,"AS-","NAP1L1"
"ARID5B",0.00149504910652784,-0.550894171708247,0.071,0.25,1,"AS-","ARID5B"
"METTL9",0.0016557289017587,0.678069877132765,0.436,0.167,1,"AS-","METTL9"
"RPL36",0.00168297451613117,0.287782740147923,0.981,0.861,1,"AS-","RPL36"
"CAPZB",0.00183310311800601,-0.524216806892619,0.59,0.861,1,"AS-","CAPZB"
"PPP3CC",0.0018394085579711,-0.262371391212451,0.045,0.194,1,"AS-","PPP3CC"
"EMC4",0.00214030586305867,-0.801380583315449,0.135,0.333,1,"AS-","EMC4"
"LSP1",0.00215803097756599,-0.543319373622537,0.654,0.75,1,"AS-","LSP1"
"MCCC1",0.0021889210310505,-0.499978252682269,0.013,0.111,1,"AS-","MCCC1"
"COTL1",0.00230032763309933,-0.327968490431127,0.929,0.917,1,"AS-","COTL1"
"AC090498.1",0.00262946282559621,0.277419216794121,0.968,0.917,1,"AS-","AC090498.1"
"IL12RB1",0.00275468067441174,-0.533967977035879,0.077,0.25,1,"AS-","IL12RB1"
"HNRNPUL1",0.00275781667564915,-0.455450886779178,0.115,0.306,1,"AS-","HNRNPUL1"
"CTSD",0.00277641205421286,0.45683143343828,0.763,0.528,1,"AS-","CTSD"
"FCGR3A",0.00289348799290661,-0.613702124111428,0.372,0.611,1,"AS-","FCGR3A"
"MYL12A",0.00302223201021246,-0.570714136432543,0.776,0.889,1,"AS-","MYL12A"
"PHF19",0.00313684954822532,-0.44367766185813,0.083,0.25,1,"AS-","PHF19"
"RRAS",0.00325170698902567,-0.434588335643541,0.141,0.333,1,"AS-","RRAS"
"IRAK1",0.00344683997142222,-0.341759841767688,0.064,0.222,1,"AS-","IRAK1"
"ASGR1",0.00345252940009183,0.811072446503189,0.276,0.056,1,"AS-","ASGR1"
"CLIP4",0.00367189284054966,-0.262411090336269,0.064,0.222,1,"AS-","CLIP4"
"PSMB10",0.00370480793098,0.500293915084865,0.628,0.444,1,"AS-","PSMB10"
"VMO1",0.0037345643523097,-0.626318936712943,0.218,0.444,1,"AS-","VMO1"
"NUDCD3",0.00409375364998546,-0.254683130637142,0.051,0.194,1,"AS-","NUDCD3"
"ERP44",0.00412981199985821,-0.497781209203137,0.231,0.444,1,"AS-","ERP44"
"BLVRB",0.00420726926656908,0.615861466403192,0.5,0.222,1,"AS-","BLVRB"
"TMEM41B",0.00427382303398784,-0.363718734778339,0.026,0.139,1,"AS-","TMEM41B"
"PLP2",0.00446498076518718,0.543324048268756,0.481,0.194,1,"AS-","PLP2"
"FGL2",0.00456163825899981,0.409576585613981,0.609,0.361,1,"AS-","FGL2"
"TUBB4B",0.00468467165634737,-0.291949430006621,0.115,0.306,1,"AS-","TUBB4B"
"SELM",0.0047674847380247,-0.338691017575718,0.071,0.222,1,"AS-","SELM"
"MTSS1",0.00514764786736958,-0.429737227936894,0.186,0.417,1,"AS-","MTSS1"
"ZNF106",0.00517525298262171,-0.48741003759916,0.244,0.472,1,"AS-","ZNF106"
"FOLR3",0.00534903624249034,0.646318283635081,0.186,0,1,"AS-","FOLR3"
"HLA-DQA1",0.005640135136164,-1.02550055729064,0.269,0.5,1,"AS-","HLA-DQA1"
"LGALS2",0.00568841515297378,0.817202105448141,0.404,0.167,1,"AS-","LGALS2"
"HMG20B",0.00580633263470637,-0.264051508729543,0.115,0.306,1,"AS-","HMG20B"
"C14orf2",0.0058728172016458,0.293148307456111,0.872,0.75,1,"AS-","C14orf2"
"PAFAH1B2",0.00589052086127656,-0.357135261225574,0.122,0.306,1,"AS-","PAFAH1B2"
"FTH1",0.00595851689046701,-0.292699300255571,1,1,1,"AS-","FTH1"
"PHACTR1",0.00639303425881316,-0.923221133345615,0.077,0.222,1,"AS-","PHACTR1"
"SNW1",0.00641685078870124,-0.483186025720957,0.147,0.333,1,"AS-","SNW1"
"CYBB",0.00645122132969588,0.704803384962229,0.583,0.417,1,"AS-","CYBB"
"ATP5I",0.00672621672997244,0.252949635222019,0.795,0.583,1,"AS-","ATP5I"
"SMIM7",0.00682002087780695,-0.673860828041667,0.205,0.417,1,"AS-","SMIM7"
"POLR2H",0.0069990553073407,-0.570358535471757,0.058,0.194,1,"AS-","POLR2H"
"LST1",0.00709925578236513,-0.430775435827801,0.942,0.917,1,"AS-","LST1"
"GNAS",0.00727718255859996,-0.781012502661411,0.41,0.583,1,"AS-","GNAS"
"SUB1",0.0073942883721955,0.380377930334185,0.763,0.556,1,"AS-","SUB1"
"RAD21",0.0074448787132493,-0.410290223307721,0.147,0.333,1,"AS-","RAD21"
"SMIM19",0.00752555142217692,0.347900100626531,0.173,0,1,"AS-","SMIM19"
"SDF4",0.00753906250011567,-0.367128318032003,0.179,0.361,1,"AS-","SDF4"
"KLF10",0.00771073681506632,0.503632249312187,0.359,0.139,1,"AS-","KLF10"
"CDKN1C",0.00778588397656178,-0.544138601063359,0.269,0.472,1,"AS-","CDKN1C"
"TSC22D3",0.00823882338898716,-0.474455590261027,0.583,0.75,1,"AS-","TSC22D3"
"CD33",0.0087442378847311,0.386615508972879,0.218,0.028,1,"AS-","CD33"
"RP11-727F15.9",0.00888030734647681,-0.316070083228743,0.045,0.167,1,"AS-","RP11-727F15.9"
"PTMS",0.00888030734647681,-0.495559489075834,0.045,0.167,1,"AS-","PTMS"
"ARHGEF1",0.00888566927104769,-0.385911994696691,0.269,0.472,1,"AS-","ARHGEF1"
"NDUFB1",0.00892884847692693,0.450329180134547,0.718,0.5,1,"AS-","NDUFB1"
"EPM2AIP1",0.00911615445569383,-0.263173717436195,0.077,0.222,1,"AS-","EPM2AIP1"
"SLC2A3",0.00916031731665406,0.534334801942678,0.256,0.056,1,"AS-","SLC2A3"
"MGST1",0.00934186972877785,0.648771147479746,0.205,0.028,1,"AS-","MGST1"
"RHOC",0.0095024737847976,-0.334451003013972,0.34,0.583,1,"AS-","RHOC"
"DSTYK",0.00952895233544048,-0.406513088550633,0.032,0.139,1,"AS-","DSTYK"
"ACTG1",0.00957685312766096,-0.312004971221801,0.917,1,1,"AS-","ACTG1"
"GSTK1",0.00992588306643632,-0.470724770867653,0.577,0.722,1,"AS-","GSTK1"
"P2RX1.1",1.01873470742262e-09,0.600867803103261,0.444,0.064,1.42796043939429e-05,"AS+","P2RX1"
"ZDHHC18.1",2.45979656088645e-07,0.439142637105471,0.167,0,0.00344789683939453,"AS+","ZDHHC18"
"LYPD2.1",3.28283543683513e-07,1.52547578565707,0.361,0.064,0.0046015504318118,"AS+","LYPD2"
"EHD1.1",7.06511955207994e-07,0.484234990640836,0.389,0.077,0.00990317807615045,"AS+","EHD1"
"MT-CYB.1",1.01799801790282e-06,0.456801617485039,0.972,0.949,0.0142692782169438,"AS+","MT-CYB"
"ARID1B.1",1.68942619841809e-06,0.355637630641641,0.222,0.019,0.0236806870232264,"AS+","ARID1B"
"IGKC.1",2.92561129496956e-06,-0.886654666530116,0.333,0.679,0.0410082935215883,"AS+","IGKC"
"CEACAM3.1",4.75482046913833e-06,0.309483462417888,0.167,0.006,0.066648318515912,"AS+","CEACAM3"
"S100A8.1",5.83144556011749e-06,-1.46256243097344,0.528,0.833,0.0817393724161669,"AS+","S100A8"
"AC144652.1.1",2.79688781749493e-05,0.525416516257059,0.111,0,0.392039765378265,"AS+","AC144652.1"
"ELP6.1",3.23045020407105e-05,0.549124410653094,0.167,0.013,0.45281220510464,"AS+","ELP6"
"ERCC3.1",3.64995317896649e-05,0.363131452776033,0.139,0.006,0.511613937095732,"AS+","ERCC3"
"MNDA.1",4.82163496573625e-05,-0.957368925310621,0.389,0.724,0.67584857314725,"AS+","MNDA"
"SFI1.1",5.57794528812702e-05,0.279206672394667,0.222,0.032,0.781860591036764,"AS+","SFI1"
"KLF3.1",7.99016125734064e-05,0.627319597606643,0.556,0.269,1,"AS+","KLF3"
"S100A9.1",9.22494754269609e-05,-0.986617685535573,0.694,0.917,1,"AS+","S100A9"
"GNLY.1",0.000103715050474877,0.738244833633381,0.806,0.596,1,"AS+","GNLY"
"NANS.1",0.000114708426183926,0.659583090151524,0.389,0.122,1,"AS+","NANS"
"RP11-1143G9.4.1",0.00012908637964942,-1.98095390958955,0.222,0.532,1,"AS+","RP11-1143G9.4"
"IGHA1.1",0.00015762647148438,-0.730344440375749,0,0.308,1,"AS+","IGHA1"
"MRPL4.1",0.000175699873262172,0.357171593684997,0.333,0.096,1,"AS+","MRPL4"
"S100A12.1",0.000176999712266353,-0.850940336934151,0.167,0.583,1,"AS+","S100A12"
"SOX4.1",0.000181703096160197,0.316799866221006,0.417,0.135,1,"AS+","SOX4"
"TMEM176B.1",0.000190474450484781,0.438699846881266,0.528,0.205,1,"AS+","TMEM176B"
"HLA-DPA1.1",0.000194236082867784,0.805577126560356,0.917,0.699,1,"AS+","HLA-DPA1"
"RPL27.1",0.000240884634444911,-0.347479937478915,0.972,0.974,1,"AS+","RPL27"
"BBC3.1",0.000289754275757598,0.487760881227355,0.194,0.032,1,"AS+","BBC3"
"SSNA1.1",0.000298671092367829,0.553080827219396,0.5,0.218,1,"AS+","SSNA1"
"ZFHX3.1",0.000354840770453825,0.436759270295519,0.222,0.045,1,"AS+","ZFHX3"
"XPA.1",0.000408437404423529,0.81048698686919,0.278,0.077,1,"AS+","XPA"
"GRN.1",0.000470035021267141,-0.715831448004835,0.444,0.699,1,"AS+","GRN"
"FXN.1",0.000504735827924114,0.342325486735047,0.167,0.026,1,"AS+","FXN"
"RNASEH2A.1",0.000538278180283609,0.476489134042777,0.167,0.026,1,"AS+","RNASEH2A"
"MTHFS.1",0.000557138503149122,0.350752897239772,0.25,0.064,1,"AS+","MTHFS"
"ZNF428.1",0.000627801398367112,0.713322415338592,0.361,0.128,1,"AS+","ZNF428"
"VCAN.1",0.000677474385073698,-0.824911271284742,0.222,0.538,1,"AS+","VCAN"
"PPP1R11.1",0.00067806236825766,0.682471427484941,0.444,0.192,1,"AS+","PPP1R11"
"KCNQ1OT1.1",0.000756653270579579,0.30961637432444,0.25,0.064,1,"AS+","KCNQ1OT1"
"SELL.1",0.000873410879556327,-0.743771222121644,0.167,0.481,1,"AS+","SELL"
"TBC1D10C.1",0.000923057303251371,0.520211043292351,0.5,0.237,1,"AS+","TBC1D10C"
"RPS28.1",0.000999157043757186,-0.300794143573693,0.889,1,1,"AS+","RPS28"
"PWWP2B.1",0.00109035592518184,0.503110920626763,0.222,0.051,1,"AS+","PWWP2B"
"FCN1.1",0.00114130880933792,-0.637055131635174,0.528,0.782,1,"AS+","FCN1"
"NAP1L1.1",0.00136918494089218,0.456242433824906,0.806,0.654,1,"AS+","NAP1L1"
"ARID5B.1",0.00149504910652784,0.550894171708247,0.25,0.071,1,"AS+","ARID5B"
"METTL9.1",0.0016557289017587,-0.678069877132765,0.167,0.436,1,"AS+","METTL9"
"RPL36.1",0.00168297451613117,-0.287782740147923,0.861,0.981,1,"AS+","RPL36"
"CAPZB.1",0.00183310311800601,0.524216806892619,0.861,0.59,1,"AS+","CAPZB"
"PPP3CC.1",0.0018394085579711,0.262371391212451,0.194,0.045,1,"AS+","PPP3CC"
"EMC4.1",0.00214030586305867,0.801380583315449,0.333,0.135,1,"AS+","EMC4"
"LSP1.1",0.00215803097756599,0.543319373622537,0.75,0.654,1,"AS+","LSP1"
"MCCC1.1",0.0021889210310505,0.499978252682269,0.111,0.013,1,"AS+","MCCC1"
"COTL1.1",0.00230032763309933,0.327968490431127,0.917,0.929,1,"AS+","COTL1"
"AC090498.1.1",0.00262946282559621,-0.277419216794121,0.917,0.968,1,"AS+","AC090498.1"
"IL12RB1.1",0.00275468067441174,0.533967977035879,0.25,0.077,1,"AS+","IL12RB1"
"HNRNPUL1.1",0.00275781667564915,0.455450886779178,0.306,0.115,1,"AS+","HNRNPUL1"
"CTSD.1",0.00277641205421286,-0.45683143343828,0.528,0.763,1,"AS+","CTSD"
"FCGR3A.1",0.00289348799290661,0.613702124111428,0.611,0.372,1,"AS+","FCGR3A"
"MYL12A.1",0.00302223201021246,0.570714136432543,0.889,0.776,1,"AS+","MYL12A"
"PHF19.1",0.00313684954822532,0.44367766185813,0.25,0.083,1,"AS+","PHF19"
"RRAS.1",0.00325170698902567,0.434588335643541,0.333,0.141,1,"AS+","RRAS"
"IRAK1.1",0.00344683997142222,0.341759841767688,0.222,0.064,1,"AS+","IRAK1"
"ASGR1.1",0.00345252940009183,-0.811072446503189,0.056,0.276,1,"AS+","ASGR1"
"CLIP4.1",0.00367189284054966,0.262411090336269,0.222,0.064,1,"AS+","CLIP4"
"PSMB10.1",0.00370480793098,-0.500293915084865,0.444,0.628,1,"AS+","PSMB10"
"VMO1.1",0.0037345643523097,0.626318936712943,0.444,0.218,1,"AS+","VMO1"
"NUDCD3.1",0.00409375364998546,0.254683130637142,0.194,0.051,1,"AS+","NUDCD3"
"ERP44.1",0.00412981199985821,0.497781209203137,0.444,0.231,1,"AS+","ERP44"
"BLVRB.1",0.00420726926656908,-0.615861466403192,0.222,0.5,1,"AS+","BLVRB"
"TMEM41B.1",0.00427382303398784,0.363718734778339,0.139,0.026,1,"AS+","TMEM41B"
"PLP2.1",0.00446498076518718,-0.543324048268756,0.194,0.481,1,"AS+","PLP2"
"FGL2.1",0.00456163825899981,-0.409576585613981,0.361,0.609,1,"AS+","FGL2"
"TUBB4B.1",0.00468467165634737,0.291949430006621,0.306,0.115,1,"AS+","TUBB4B"
"SELM.1",0.0047674847380247,0.338691017575718,0.222,0.071,1,"AS+","SELM"
"MTSS1.1",0.00514764786736958,0.429737227936894,0.417,0.186,1,"AS+","MTSS1"
"ZNF106.1",0.00517525298262171,0.48741003759916,0.472,0.244,1,"AS+","ZNF106"
"FOLR3.1",0.00534903624249034,-0.646318283635081,0,0.186,1,"AS+","FOLR3"
"HLA-DQA1.1",0.005640135136164,1.02550055729064,0.5,0.269,1,"AS+","HLA-DQA1"
"LGALS2.1",0.00568841515297378,-0.817202105448141,0.167,0.404,1,"AS+","LGALS2"
"HMG20B.1",0.00580633263470637,0.264051508729543,0.306,0.115,1,"AS+","HMG20B"
"C14orf2.1",0.0058728172016458,-0.293148307456111,0.75,0.872,1,"AS+","C14orf2"
"PAFAH1B2.1",0.00589052086127656,0.357135261225574,0.306,0.122,1,"AS+","PAFAH1B2"
"FTH1.1",0.00595851689046701,0.292699300255571,1,1,1,"AS+","FTH1"
"PHACTR1.1",0.00639303425881316,0.923221133345615,0.222,0.077,1,"AS+","PHACTR1"
"SNW1.1",0.00641685078870124,0.483186025720957,0.333,0.147,1,"AS+","SNW1"
"CYBB.1",0.00645122132969588,-0.704803384962229,0.417,0.583,1,"AS+","CYBB"
"ATP5I.1",0.00672621672997244,-0.252949635222019,0.583,0.795,1,"AS+","ATP5I"
"SMIM7.1",0.00682002087780695,0.673860828041667,0.417,0.205,1,"AS+","SMIM7"
"POLR2H.1",0.0069990553073407,0.570358535471757,0.194,0.058,1,"AS+","POLR2H"
"LST1.1",0.00709925578236513,0.430775435827801,0.917,0.942,1,"AS+","LST1"
"GNAS.1",0.00727718255859996,0.781012502661411,0.583,0.41,1,"AS+","GNAS"
"SUB1.1",0.0073942883721955,-0.380377930334185,0.556,0.763,1,"AS+","SUB1"
"RAD21.1",0.0074448787132493,0.410290223307721,0.333,0.147,1,"AS+","RAD21"
"SMIM19.1",0.00752555142217692,-0.347900100626531,0,0.173,1,"AS+","SMIM19"
"SDF4.1",0.00753906250011567,0.367128318032003,0.361,0.179,1,"AS+","SDF4"
"KLF10.1",0.00771073681506632,-0.503632249312187,0.139,0.359,1,"AS+","KLF10"
"CDKN1C.1",0.00778588397656178,0.544138601063359,0.472,0.269,1,"AS+","CDKN1C"
"TSC22D3.1",0.00823882338898716,0.474455590261027,0.75,0.583,1,"AS+","TSC22D3"
"CD33.1",0.0087442378847311,-0.386615508972879,0.028,0.218,1,"AS+","CD33"
"PTMS.1",0.00888030734647681,0.495559489075834,0.167,0.045,1,"AS+","PTMS"
"RP11-727F15.9.1",0.00888030734647681,0.316070083228743,0.167,0.045,1,"AS+","RP11-727F15.9"
"ARHGEF1.1",0.00888566927104769,0.385911994696691,0.472,0.269,1,"AS+","ARHGEF1"
"NDUFB1.1",0.00892884847692693,-0.450329180134547,0.5,0.718,1,"AS+","NDUFB1"
"EPM2AIP1.1",0.00911615445569383,0.263173717436195,0.222,0.077,1,"AS+","EPM2AIP1"
"SLC2A3.1",0.00916031731665406,-0.534334801942678,0.056,0.256,1,"AS+","SLC2A3"
"MGST1.1",0.00934186972877785,-0.648771147479746,0.028,0.205,1,"AS+","MGST1"
"RHOC.1",0.0095024737847976,0.334451003013972,0.583,0.34,1,"AS+","RHOC"
"DSTYK.1",0.00952895233544048,0.406513088550633,0.139,0.032,1,"AS+","DSTYK"
"ACTG1.1",0.00957685312766096,0.312004971221801,1,0.917,1,"AS+","ACTG1"
"GSTK1.1",0.00992588306643632,0.470724770867653,0.722,0.577,1,"AS+","GSTK1"
