"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"C16orf54",2.49649282099827e-05,0.367509424013514,0.254,0.122,0.349933398719328,"AS-","C16orf54"
"TSC22D3",2.65984655106651e-05,-0.262779512458498,0.462,0.597,0.372830691062993,"AS-","TSC22D3"
"NR4A2",2.91721121668848e-05,-0.387822509753939,0.05,0.151,0.408905496243225,"AS-","NR4A2"
"HNRNPDL",3.48153489880671e-05,-0.332901587174128,0.462,0.594,0.488006746765737,"AS-","HNRNPDL"
"PPP2R5C",4.08524976532159e-05,-0.28849288893999,0.384,0.528,0.572629459605127,"AS-","PPP2R5C"
"DUSP2",4.20708912372097e-05,-0.441092709278025,0.312,0.452,0.589707682471968,"AS-","DUSP2"
"HLA-DRB1",4.46681350251925e-05,0.366568426549615,0.351,0.219,0.626113248648124,"AS-","HLA-DRB1"
"AGTRAP",6.40907850723196e-05,0.360076091227489,0.294,0.165,0.898360534358704,"AS-","AGTRAP"
"HSP90AA1",6.57780034985534e-05,-0.309409797603654,0.387,0.531,0.922010275039223,"AS-","HSP90AA1"
"ANXA2",6.59662480498859e-05,-0.3651800476184,0.201,0.341,0.924648898915251,"AS-","ANXA2"
"DUSP1",0.000103506905113097,-0.260825539859329,0.247,0.406,1,"AS-","DUSP1"
"PPIB",0.000144740643094106,-0.3134086027868,0.38,0.514,1,"AS-","PPIB"
"TTC38",0.000145810712549334,0.430657859551898,0.43,0.318,1,"AS-","TTC38"
"SERTAD1",0.000151497195035849,-0.289756816761188,0.029,0.108,1,"AS-","SERTAD1"
"TNFAIP3",0.000156364767834318,-0.376047699348557,0.079,0.182,1,"AS-","TNFAIP3"
"KLRC1",0.000177736417274353,0.268687354291258,0.412,0.267,1,"AS-","KLRC1"
"S100A8",0.000188877472797965,0.294347467919846,0.151,0.06,1,"AS-","S100A8"
"KLRG1",0.000212231706405025,0.384493468222019,0.283,0.165,1,"AS-","KLRG1"
"LMO4",0.000222619592589725,0.307032646795428,0.176,0.082,1,"AS-","LMO4"
"CMC1",0.000235449930284623,-0.26946750240119,0.663,0.764,1,"AS-","CMC1"
"UBC",0.000265414523442769,-0.269029350020465,0.681,0.75,1,"AS-","UBC"
"H2AFY",0.000315458676899016,0.325861465833757,0.294,0.179,1,"AS-","H2AFY"
"VIM",0.000333932113037232,-0.345040444332185,0.333,0.469,1,"AS-","VIM"
"DIP2A",0.000344397992283259,0.285458545728148,0.283,0.159,1,"AS-","DIP2A"
"SFT2D2",0.000412905784329933,0.306329436884858,0.136,0.057,1,"AS-","SFT2D2"
"BRD2",0.000486254396435942,-0.295465885708322,0.208,0.327,1,"AS-","BRD2"
"TMEM2",0.000639917982374986,-0.263322904479276,0.086,0.182,1,"AS-","TMEM2"
"SLC3A2",0.00065999870576618,-0.299576764196628,0.075,0.165,1,"AS-","SLC3A2"
"SPATA13",0.000714191627293856,0.297260658906877,0.186,0.094,1,"AS-","SPATA13"
"PDIA3",0.000903575360789423,-0.257226613208901,0.348,0.474,1,"AS-","PDIA3"
"CD300A",0.000981384775926827,0.264517646667233,0.398,0.273,1,"AS-","CD300A"
"ZNF350",0.00109304121979964,-0.268714184466508,0.043,0.114,1,"AS-","ZNF350"
"NFKBIA",0.00109988591782151,-0.340224694216746,0.179,0.287,1,"AS-","NFKBIA"
"PIP4K2A",0.00157750102294679,-0.253268806273501,0.319,0.44,1,"AS-","PIP4K2A"
"TIGIT",0.0017574776044033,-0.333551112418928,0.075,0.156,1,"AS-","TIGIT"
"RBBP4",0.00202808363677791,-0.256743511929375,0.154,0.259,1,"AS-","RBBP4"
"IQGAP2",0.00217645038808828,-0.265390970165934,0.104,0.19,1,"AS-","IQGAP2"
"FBXO6",0.00222109252896857,0.274103658024723,0.161,0.082,1,"AS-","FBXO6"
"PYHIN1",0.00226153333111509,0.322608816888875,0.423,0.33,1,"AS-","PYHIN1"
"POLR2J3",0.0024784355218664,0.258564398303356,0.459,0.335,1,"AS-","POLR2J3"
"UBE3A",0.00253377795654848,0.308388991525975,0.122,0.057,1,"AS-","UBE3A"
"MPHOSPH8",0.00281732786832631,-0.252410848432879,0.251,0.352,1,"AS-","MPHOSPH8"
"EAPP",0.00326010297995005,-0.27773018891725,0.111,0.193,1,"AS-","EAPP"
"CDKN2D",0.00356525240294465,-0.268320137881174,0.297,0.409,1,"AS-","CDKN2D"
"CX3CR1",0.00383731852789785,0.361439220806787,0.323,0.233,1,"AS-","CX3CR1"
"CEBPD",0.0040428264464725,0.259926953909851,0.222,0.134,1,"AS-","CEBPD"
"DIAPH1",0.00422921790165342,-0.255472584325715,0.104,0.185,1,"AS-","DIAPH1"
"HNRNPA2B1",0.00424677924877819,-0.273232207979046,0.545,0.611,1,"AS-","HNRNPA2B1"
"DDX17",0.00442774951610175,0.266616631670072,0.448,0.338,1,"AS-","DDX17"
"HNRNPR",0.00478172134124575,-0.259577590732621,0.161,0.253,1,"AS-","HNRNPR"
"CCL3",0.00789289524341294,-0.261540581661478,0.158,0.244,1,"AS-","CCL3"
"ZFP36",0.00845267606958661,-0.273923131098566,0.409,0.491,1,"AS-","ZFP36"
"RNF115",0.00856641030066686,-0.261167284985969,0.108,0.179,1,"AS-","RNF115"
"RGS2",0.00889107993401701,-0.298283952740756,0.09,0.156,1,"AS-","RGS2"
"SPOCK2",0.00911222256806122,-0.292792436686802,0.108,0.182,1,"AS-","SPOCK2"
"S100B.1",3.70015192428669e-28,-2.12026898857489,0.026,0.355,5.18650295227266e-24,"AS+","S100B"
"IGKC.1",1.21506582048907e-18,-0.698422294191097,0.253,0.599,1.70315776057953e-14,"AS+","IGKC"
"IFITM3.1",7.02280395280441e-18,-0.692240054921415,0.48,0.717,9.84386430064595e-14,"AS+","IFITM3"
"IGHA1.1",1.90680614121506e-16,-0.709082053352989,0.009,0.201,2.67277016814115e-12,"AS+","IGHA1"
"CD3E.1",2.10991338920974e-12,0.725307857874954,0.48,0.24,2.95746559765529e-08,"AS+","CD3E"
"RPS26.1",2.48731977210684e-12,-0.432862317857628,0.881,0.957,3.48647612456216e-08,"AS+","RPS26"
"XIST.1",1.40346788688699e-11,0.67184867967764,0.151,0,1.96724093704949e-07,"AS+","XIST"
"S100A9.1",1.93902878644199e-11,-0.595324221849422,0.074,0.269,2.71793664995574e-07,"AS+","S100A9"
"LY6E.1",7.066333018461e-10,-0.423053620065747,0.608,0.796,9.90487899197679e-06,"AS+","LY6E"
"RPS4Y1.1",2.66054547978942e-09,-0.406173288939018,0.531,0.767,3.72928659902083e-05,"AS+","RPS4Y1"
"IGLC2.1",9.87471946164795e-09,-0.497965314669611,0.08,0.244,0.000138413942693919,"AS+","IGLC2"
"HLA-A.1",1.61518313711527e-08,0.267660943104002,0.991,0.993,0.000226400220329448,"AS+","HLA-A"
"PRMT2.1",2.78823921323318e-08,-0.4619796399116,0.369,0.559,0.000390827490518894,"AS+","PRMT2"
"DDIT4.1",4.17392684270059e-08,0.46494765483142,0.562,0.373,0.000585059325541342,"AS+","DDIT4"
"MYOM2.1",5.54028955995415e-08,-0.727036968879386,0.176,0.351,0.000776582387618773,"AS+","MYOM2"
"GADD45B.1",2.99122233193646e-07,0.501026129599917,0.381,0.204,0.00419279634267534,"AS+","GADD45B"
"CD74.1",3.4608349966139e-07,-0.276454621211498,0.818,0.921,0.0048510524147537,"AS+","CD74"
"JUNB.1",5.6985477036574e-07,0.384654133350343,0.73,0.559,0.00798765431621658,"AS+","JUNB"
"BTG1.1",7.08964681803891e-07,0.318509160340399,0.923,0.799,0.00993755794484514,"AS+","BTG1"
"CXCR4.1",7.46881990573251e-07,0.458967779747818,0.537,0.358,0.0104690448618653,"AS+","CXCR4"
"RP11-347P5.1.1",1.0240031455087e-05,0.398526723067551,0.261,0.125,0.143534520905954,"AS+","RP11-347P5.1"
"CLIC3.1",1.18466815005329e-05,0.380530888138639,0.588,0.416,0.16605493459297,"AS+","CLIC3"
"ANXA6.1",1.26650391353212e-05,0.402081588029096,0.409,0.251,0.177525853559797,"AS+","ANXA6"
"AREG.1",1.55377161538499e-05,0.564785156570118,0.168,0.057,0.217792167328513,"AS+","AREG"
"TCL1A.1",1.69412992063459e-05,-0.303717186726136,0.037,0.129,0.23746619097535,"AS+","TCL1A"
"C16orf54.1",2.49649282099827e-05,-0.367509424013514,0.122,0.254,0.349933398719328,"AS+","C16orf54"
"TSC22D3.1",2.65984655106651e-05,0.262779512458498,0.597,0.462,0.372830691062993,"AS+","TSC22D3"
"NR4A2.1",2.91721121668848e-05,0.387822509753939,0.151,0.05,0.408905496243225,"AS+","NR4A2"
"HNRNPDL.1",3.48153489880671e-05,0.332901587174128,0.594,0.462,0.488006746765737,"AS+","HNRNPDL"
"PPP2R5C.1",4.08524976532159e-05,0.28849288893999,0.528,0.384,0.572629459605127,"AS+","PPP2R5C"
"DUSP2.1",4.20708912372097e-05,0.441092709278025,0.452,0.312,0.589707682471968,"AS+","DUSP2"
"HLA-DRB1.1",4.46681350251925e-05,-0.366568426549615,0.219,0.351,0.626113248648124,"AS+","HLA-DRB1"
"AGTRAP.1",6.40907850723196e-05,-0.360076091227489,0.165,0.294,0.898360534358704,"AS+","AGTRAP"
"HSP90AA1.1",6.57780034985534e-05,0.309409797603654,0.531,0.387,0.922010275039223,"AS+","HSP90AA1"
"ANXA2.1",6.59662480498859e-05,0.3651800476184,0.341,0.201,0.924648898915251,"AS+","ANXA2"
"DUSP1.1",0.000103506905113097,0.260825539859329,0.406,0.247,1,"AS+","DUSP1"
"PPIB.1",0.000144740643094106,0.3134086027868,0.514,0.38,1,"AS+","PPIB"
"TTC38.1",0.000145810712549334,-0.430657859551898,0.318,0.43,1,"AS+","TTC38"
"SERTAD1.1",0.000151497195035849,0.289756816761188,0.108,0.029,1,"AS+","SERTAD1"
"TNFAIP3.1",0.000156364767834318,0.376047699348557,0.182,0.079,1,"AS+","TNFAIP3"
"KLRC1.1",0.000177736417274353,-0.268687354291258,0.267,0.412,1,"AS+","KLRC1"
"S100A8.1",0.000188877472797965,-0.294347467919846,0.06,0.151,1,"AS+","S100A8"
"KLRG1.1",0.000212231706405025,-0.384493468222019,0.165,0.283,1,"AS+","KLRG1"
"LMO4.1",0.000222619592589725,-0.307032646795428,0.082,0.176,1,"AS+","LMO4"
"CMC1.1",0.000235449930284623,0.26946750240119,0.764,0.663,1,"AS+","CMC1"
"UBC.1",0.000265414523442769,0.269029350020465,0.75,0.681,1,"AS+","UBC"
"H2AFY.1",0.000315458676899016,-0.325861465833757,0.179,0.294,1,"AS+","H2AFY"
"VIM.1",0.000333932113037232,0.345040444332185,0.469,0.333,1,"AS+","VIM"
"DIP2A.1",0.000344397992283259,-0.285458545728148,0.159,0.283,1,"AS+","DIP2A"
"SFT2D2.1",0.000412905784329933,-0.306329436884858,0.057,0.136,1,"AS+","SFT2D2"
"BRD2.1",0.000486254396435942,0.295465885708322,0.327,0.208,1,"AS+","BRD2"
"TMEM2.1",0.000639917982374986,0.263322904479276,0.182,0.086,1,"AS+","TMEM2"
"SLC3A2.1",0.00065999870576618,0.299576764196628,0.165,0.075,1,"AS+","SLC3A2"
"SPATA13.1",0.000714191627293856,-0.297260658906877,0.094,0.186,1,"AS+","SPATA13"
"PDIA3.1",0.000903575360789423,0.257226613208901,0.474,0.348,1,"AS+","PDIA3"
"CD300A.1",0.000981384775926827,-0.264517646667233,0.273,0.398,1,"AS+","CD300A"
"ZNF350.1",0.00109304121979964,0.268714184466508,0.114,0.043,1,"AS+","ZNF350"
"NFKBIA.1",0.00109988591782151,0.340224694216746,0.287,0.179,1,"AS+","NFKBIA"
"PIP4K2A.1",0.00157750102294679,0.253268806273501,0.44,0.319,1,"AS+","PIP4K2A"
"TIGIT.1",0.0017574776044033,0.333551112418928,0.156,0.075,1,"AS+","TIGIT"
"RBBP4.1",0.00202808363677791,0.256743511929375,0.259,0.154,1,"AS+","RBBP4"
"IQGAP2.1",0.00217645038808828,0.265390970165934,0.19,0.104,1,"AS+","IQGAP2"
"FBXO6.1",0.00222109252896857,-0.274103658024723,0.082,0.161,1,"AS+","FBXO6"
"PYHIN1.1",0.00226153333111509,-0.322608816888875,0.33,0.423,1,"AS+","PYHIN1"
"POLR2J3.1",0.0024784355218664,-0.258564398303356,0.335,0.459,1,"AS+","POLR2J3"
"UBE3A.1",0.00253377795654848,-0.308388991525975,0.057,0.122,1,"AS+","UBE3A"
"MPHOSPH8.1",0.00281732786832631,0.252410848432879,0.352,0.251,1,"AS+","MPHOSPH8"
"EAPP.1",0.00326010297995005,0.27773018891725,0.193,0.111,1,"AS+","EAPP"
"CDKN2D.1",0.00356525240294465,0.268320137881174,0.409,0.297,1,"AS+","CDKN2D"
"CX3CR1.1",0.00383731852789785,-0.361439220806787,0.233,0.323,1,"AS+","CX3CR1"
"CEBPD.1",0.0040428264464725,-0.259926953909851,0.134,0.222,1,"AS+","CEBPD"
"DIAPH1.1",0.00422921790165342,0.255472584325715,0.185,0.104,1,"AS+","DIAPH1"
"HNRNPA2B1.1",0.00424677924877819,0.273232207979046,0.611,0.545,1,"AS+","HNRNPA2B1"
"DDX17.1",0.00442774951610175,-0.266616631670072,0.338,0.448,1,"AS+","DDX17"
"HNRNPR.1",0.00478172134124575,0.259577590732621,0.253,0.161,1,"AS+","HNRNPR"
"CCL3.1",0.00789289524341294,0.261540581661478,0.244,0.158,1,"AS+","CCL3"
"ZFP36.1",0.00845267606958661,0.273923131098566,0.491,0.409,1,"AS+","ZFP36"
"RNF115.1",0.00856641030066686,0.261167284985969,0.179,0.108,1,"AS+","RNF115"
"RGS2.1",0.00889107993401701,0.298283952740756,0.156,0.09,1,"AS+","RGS2"
"SPOCK2.1",0.00911222256806122,0.292792436686802,0.182,0.108,1,"AS+","SPOCK2"
