"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"USE1.1",0.00341149816396473,-0.258054610643378,0.058,0.188,1,"AS+","USE1"
"UQCR10.1",0.00344862097084279,-0.323048642538182,0.311,0.5,1,"AS+","UQCR10"
"B4GALT3.1",0.00371342312403397,-0.251746575557066,0.01,0.101,1,"AS+","B4GALT3"
"NDUFB9.1",0.00376594798824154,-0.25820428730164,0.262,0.471,1,"AS+","NDUFB9"
"C14orf1.1",0.00406564878456369,-0.259652680611539,0.039,0.152,1,"AS+","C14orf1"
"IDH3B.1",0.00450459818712805,-0.2891284915959,0.097,0.239,1,"AS+","IDH3B"
"NAAA.1",0.00451667901339301,0.292181655742014,0.155,0.051,1,"AS+","NAAA"
"HEBP2.1",0.00463557897474425,-0.33030256326082,0.068,0.196,1,"AS+","HEBP2"
"ATP5J2.1",0.0047175487960766,-0.290379235521805,0.33,0.522,1,"AS+","ATP5J2"
"IDI1.1",0.00503420154955016,-0.272144441462615,0.078,0.21,1,"AS+","IDI1"
"ALKBH7.1",0.00535542914955905,-0.328373377615924,0.155,0.312,1,"AS+","ALKBH7"
"DDX39A.1",0.00541766660507472,-0.35342209473489,0.087,0.21,1,"AS+","DDX39A"
"TIFA.1",0.00580430679627526,-0.256426462187215,0.029,0.13,1,"AS+","TIFA"
"PNKP.1",0.00599503448983931,-0.316512480022511,0.039,0.145,1,"AS+","PNKP"
"GADD45B.1",0.00600487332452151,0.41511857582865,0.282,0.159,1,"AS+","GADD45B"
"LST1.1",0.00611221648819654,-0.298042955279567,0.136,0.29,1,"AS+","LST1"
"ARF1.1",0.00738448186705442,0.367272716801259,0.456,0.319,1,"AS+","ARF1"
"ITGB2.1",0.00756749991072006,0.282418246159398,0.456,0.297,1,"AS+","ITGB2"
"BCL7C.1",0.00770998807295311,-0.273170128709038,0.068,0.188,1,"AS+","BCL7C"
"GABPB1.1",0.00815540379328249,-0.268883720316807,0.165,0.333,1,"AS+","GABPB1"
"EIF2AK2.1",0.00816534448166636,-0.252506811012492,0.049,0.159,1,"AS+","EIF2AK2"
"MAX.1",0.00846498712555513,-0.272586078822483,0.117,0.254,1,"AS+","MAX"
"EAF2.1",0.00951677237701893,-0.275318293800043,0.194,0.362,1,"AS+","EAF2"
