"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPP1R15A",0.00756752996547678,-0.287247886104124,0.143,0.348,1,"AS-","PPP1R15A"
"FAM13B",0.00766138568246221,0.293125349515725,0.107,0.025,1,"AS-","FAM13B"
"STX4",0.00774181497256582,-0.292118312754911,0,0.116,1,"AS-","STX4"
"GTPBP1",0.00777126204673885,0.258047470939564,0.125,0.035,1,"AS-","GTPBP1"
"HSP90B1",0.00779830097845332,-0.393136612310312,0.214,0.409,1,"AS-","HSP90B1"
"TSC22D3",0.00783900383628682,-0.304148807357872,0.714,0.889,1,"AS-","TSC22D3"
"PRMT2",0.00801229613556901,0.501493101804671,0.429,0.303,1,"AS-","PRMT2"
"APBB1IP",0.00806495614254883,0.392942402210673,0.268,0.136,1,"AS-","APBB1IP"
"GNLY",0.00815483243097012,-0.270964238602312,0.821,0.919,1,"AS-","GNLY"
"SENP7",0.00865508393922577,0.350794402067173,0.125,0.035,1,"AS-","SENP7"
"ING4",0.00869369423230696,0.277888729686279,0.196,0.076,1,"AS-","ING4"
"UBL3",0.00886252276517515,-0.307500657196706,0.054,0.212,1,"AS-","UBL3"
"SNRPB2",0.00887618708350808,-0.355292016214172,0.161,0.354,1,"AS-","SNRPB2"
"SSU72",0.0090535053477817,-0.327825263836954,0.286,0.495,1,"AS-","SSU72"
"PRDX2",0.00914301091626326,-0.325145918414755,0.268,0.495,1,"AS-","PRDX2"
"BIN2",0.00920932046111492,-0.255887889297128,0.339,0.571,1,"AS-","BIN2"
"COX16",0.00934344644687324,-0.264220318031088,0,0.111,1,"AS-","COX16"
"PPM1M",0.00934344644687324,-0.269494309242854,0,0.111,1,"AS-","PPM1M"
"DOK2",0.00956949881560228,-0.356460511095461,0.161,0.359,1,"AS-","DOK2"
"CD226",0.00986448680598276,0.400791094826563,0.161,0.056,1,"AS-","CD226"
"NKG7.1",2.40667473641995e-09,0.826906515840351,0.778,0.393,3.37343597803984e-05,"AS+","NKG7"
"CD74.1",1.63730909973195e-07,-0.427390993715845,0.843,0.964,0.00229501616509427,"AS+","CD74"
"IGHA1.1",4.23703102425115e-05,-0.304059081541686,0.01,0.125,0.593904638669284,"AS+","IGHA1"
"RP11-347P5.1.1",5.49620485831438e-05,0.565975656979544,0.359,0.071,0.770403034989927,"AS+","RP11-347P5.1"
"SART1.1",0.000205156906579777,-0.373080825575922,0.066,0.232,1,"AS+","SART1"
"C1orf162.1",0.000221652026984881,0.585933999001318,0.343,0.089,1,"AS+","C1orf162"
"CST3.1",0.000233794068378687,-0.394152401198024,0.04,0.179,1,"AS+","CST3"
"RP1-40E16.12.1",0.00025920963299803,-0.3028376501131,0.01,0.107,1,"AS+","RP1-40E16.12"
"ITGB2.1",0.000319883488282263,0.527163297735347,0.682,0.429,1,"AS+","ITGB2"
"TMEM115.1",0.000561836578831115,-0.317965394146192,0.02,0.125,1,"AS+","TMEM115"
"ATXN7L3B.1",0.000561836578831115,-0.420871182768672,0.02,0.125,1,"AS+","ATXN7L3B"
"S100A9.1",0.00057197385910006,-0.341598287611245,0.061,0.214,1,"AS+","S100A9"
"AHSA2.1",0.000639344510539025,-0.342603073607389,0.02,0.125,1,"AS+","AHSA2"
"MRPL32.1",0.000654334351719825,-0.396378712455868,0.061,0.214,1,"AS+","MRPL32"
"SH3YL1.1",0.000676051708700876,0.524390043338622,0.268,0.054,1,"AS+","SH3YL1"
"DDIT4.1",0.000761329264093595,0.413401795217643,0.616,0.321,1,"AS+","DDIT4"
"C9orf78.1",0.000865684944112022,0.468192497612297,0.495,0.232,1,"AS+","C9orf78"
"LY6E.1",0.000881513322153517,-0.477766068019698,0.641,0.804,1,"AS+","LY6E"
"VHL.1",0.00104820891301242,-0.29060900327506,0.015,0.107,1,"AS+","VHL"
"SOD1.1",0.00105188146597132,0.380113578995452,0.687,0.429,1,"AS+","SOD1"
"DMXL1.1",0.00114160469561651,-0.268698262103134,0.03,0.143,1,"AS+","DMXL1"
"IGHM.1",0.00123274404382101,-0.380263978871512,0.051,0.179,1,"AS+","IGHM"
"TMEM138.1",0.00129419122569591,-0.298945426615479,0.04,0.161,1,"AS+","TMEM138"
"COQ7.1",0.00133776230597869,-0.279172940583762,0.04,0.161,1,"AS+","COQ7"
"SRSF5.1",0.00134599881821608,0.358171314450422,0.778,0.607,1,"AS+","SRSF5"
"C1orf56.1",0.00147738946286516,-0.59338267547691,0.364,0.554,1,"AS+","C1orf56"
"CITED2.1",0.00149372020685233,0.458342076321183,0.338,0.107,1,"AS+","CITED2"
"EIF3K.1",0.00149816756220786,0.274041558149641,0.813,0.607,1,"AS+","EIF3K"
"ACTB.1",0.00161019008608357,0.292011269895299,1,0.982,1,"AS+","ACTB"
"MAPK14.1",0.00163583728279696,-0.276088169104001,0.025,0.125,1,"AS+","MAPK14"
"TMEM123.1",0.00169718646992948,-0.408885984847748,0.586,0.732,1,"AS+","TMEM123"
"CDC42SE1.1",0.0017418491044499,-0.559075327237179,0.278,0.482,1,"AS+","CDC42SE1"
"FAM134A.1",0.00177955160892065,0.419528315204848,0.192,0.018,1,"AS+","FAM134A"
"UQCRH.1",0.00191068512124576,0.440357256167745,0.641,0.429,1,"AS+","UQCRH"
"SLC25A3.1",0.00204672615787809,0.462641347675945,0.47,0.232,1,"AS+","SLC25A3"
"VAMP2.1",0.00271299575336611,-0.384747339595367,0.611,0.732,1,"AS+","VAMP2"
"RGCC.1",0.00274191750962799,0.458719035083984,0.369,0.143,1,"AS+","RGCC"
"DIP2A.1",0.00287529190227753,-0.265262810032916,0.02,0.107,1,"AS+","DIP2A"
"APOL1.1",0.00305229138519359,-0.431608471241073,0.02,0.107,1,"AS+","APOL1"
"PPIA.1",0.00309327319571481,0.32205422056253,0.874,0.679,1,"AS+","PPIA"
"PIKFYVE.1",0.00317779958074135,-0.259247843001119,0.045,0.161,1,"AS+","PIKFYVE"
"DNAJB1.1",0.00336997519627518,0.421516409508314,0.525,0.286,1,"AS+","DNAJB1"
"ARPC5L.1",0.00341188891874086,0.360735269564871,0.202,0.036,1,"AS+","ARPC5L"
"ZNF511.1",0.00358589565757399,-0.375285897266942,0.096,0.232,1,"AS+","ZNF511"
"NPC2.1",0.00368628362755033,-0.328549022006173,0.187,0.357,1,"AS+","NPC2"
"PSME1.1",0.00372861224758848,0.379027303869216,0.788,0.607,1,"AS+","PSME1"
"LINC00649.1",0.00373673507430225,-0.394768107333043,0.071,0.196,1,"AS+","LINC00649"
"RAB5A.1",0.00376955382844251,-0.343039970343786,0.081,0.214,1,"AS+","RAB5A"
"PYURF.1",0.00390027107635385,0.400690640962289,0.439,0.232,1,"AS+","PYURF"
"VEZT.1",0.00399965397143277,-0.309382925951049,0.03,0.125,1,"AS+","VEZT"
"IGLC2.1",0.00413860628201525,-0.284546048188168,0.03,0.125,1,"AS+","IGLC2"
"CFL1.1",0.00423688050952438,0.332992328860787,0.949,0.857,1,"AS+","CFL1"
"PSME2.1",0.00432259574044187,0.352424921936863,0.556,0.339,1,"AS+","PSME2"
"ELF1.1",0.00442547832772985,0.369587321500208,0.409,0.179,1,"AS+","ELF1"
"MIAT.1",0.00444467034964422,0.435106267107062,0.197,0.036,1,"AS+","MIAT"
"CELF1.1",0.00445284210477226,-0.383278072351271,0.146,0.304,1,"AS+","CELF1"
"UBE2Z.1",0.00465224172295551,-0.29658418310967,0.04,0.143,1,"AS+","UBE2Z"
"TMEM242.1",0.00472387778827194,-0.296574938531365,0.04,0.143,1,"AS+","TMEM242"
"HLA-DMA.1",0.00492931601650201,-0.383268662908219,0.051,0.161,1,"AS+","HLA-DMA"
"TSR3.1",0.00511995378513827,0.328253086527095,0.192,0.036,1,"AS+","TSR3"
"VOPP1.1",0.00593238659867639,0.301049649423778,0.278,0.089,1,"AS+","VOPP1"
"GPR183.1",0.00608819831280653,-0.452961496251336,0.217,0.393,1,"AS+","GPR183"
"PRKACB.1",0.00641029463697986,0.334776838765795,0.121,0,1,"AS+","PRKACB"
"GADD45B.1",0.00714731327106173,0.333875774820083,0.46,0.232,1,"AS+","GADD45B"
"SNX27.1",0.00727114878740386,-0.294778983651465,0.025,0.107,1,"AS+","SNX27"
"RP11-386I14.4.1",0.00753405227117196,-0.298411111184476,0.035,0.125,1,"AS+","RP11-386I14.4"
"PPP1R15A.1",0.00756752996547678,0.287247886104124,0.348,0.143,1,"AS+","PPP1R15A"
"FAM13B.1",0.00766138568246221,-0.293125349515725,0.025,0.107,1,"AS+","FAM13B"
"STX4.1",0.00774181497256582,0.292118312754911,0.116,0,1,"AS+","STX4"
"GTPBP1.1",0.00777126204673885,-0.258047470939564,0.035,0.125,1,"AS+","GTPBP1"
"HSP90B1.1",0.00779830097845332,0.393136612310312,0.409,0.214,1,"AS+","HSP90B1"
"TSC22D3.1",0.00783900383628682,0.304148807357872,0.889,0.714,1,"AS+","TSC22D3"
"PRMT2.1",0.00801229613556901,-0.501493101804671,0.303,0.429,1,"AS+","PRMT2"
"APBB1IP.1",0.00806495614254883,-0.392942402210673,0.136,0.268,1,"AS+","APBB1IP"
"GNLY.1",0.00815483243097012,0.270964238602312,0.919,0.821,1,"AS+","GNLY"
"SENP7.1",0.00865508393922577,-0.350794402067173,0.035,0.125,1,"AS+","SENP7"
"ING4.1",0.00869369423230696,-0.277888729686279,0.076,0.196,1,"AS+","ING4"
"UBL3.1",0.00886252276517515,0.307500657196706,0.212,0.054,1,"AS+","UBL3"
"SNRPB2.1",0.00887618708350808,0.355292016214172,0.354,0.161,1,"AS+","SNRPB2"
"SSU72.1",0.0090535053477817,0.327825263836954,0.495,0.286,1,"AS+","SSU72"
"PRDX2.1",0.00914301091626326,0.325145918414755,0.495,0.268,1,"AS+","PRDX2"
"BIN2.1",0.00920932046111492,0.255887889297128,0.571,0.339,1,"AS+","BIN2"
"PPM1M.1",0.00934344644687324,0.269494309242854,0.111,0,1,"AS+","PPM1M"
"COX16.1",0.00934344644687324,0.264220318031088,0.111,0,1,"AS+","COX16"
"DOK2.1",0.00956949881560228,0.356460511095461,0.359,0.161,1,"AS+","DOK2"
"CD226.1",0.00986448680598276,-0.400791094826563,0.056,0.161,1,"AS+","CD226"
