"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"HLA-DPA1.1",4.75696912747637e-10,0.276252161740024,0.966,0.939,6.66784362598363e-06,"AS+","HLA-DPA1"
"IFI44L.1",4.39395654934383e-09,-0.553138577800295,0.038,0.182,6.15900889521525e-05,"AS+","IFI44L"
"GNLY.1",4.44887043436813e-08,0.32325060297855,0.669,0.488,0.000623598168785381,"AS+","GNLY"
"LY6E.1",8.96392552054985e-08,-0.385258910891233,0.44,0.612,0.00125647344021547,"AS+","LY6E"
"RP11-347P5.1.1",2.49896093773761e-07,0.381130146823923,0.485,0.308,0.0035027935464268,"AS+","RP11-347P5.1"
"S100A9.1",3.55265719206658e-07,-0.45070758252041,0.147,0.302,0.00497975958611973,"AS+","S100A9"
"IGHA1.1",4.69298642135822e-07,-1.11842813423417,0.102,0.262,0.00657815906681781,"AS+","IGHA1"
"HLA-DRB5.1",4.84280478513205e-07,-0.540805004814331,0.078,0.21,0.0067881594673196,"AS+","HLA-DRB5"
"SRSF5.1",2.45066908894064e-06,0.300301058383875,0.758,0.672,0.034351028619681,"AS+","SRSF5"
"STAG3.1",8.36459118554467e-06,0.28135619586884,0.126,0.039,0.11724647464778,"AS+","STAG3"
"SNHG7.1",1.67092619058218e-05,-0.360063763207102,0.324,0.453,0.234213724133905,"AS+","SNHG7"
"ANXA6.1",3.24450299985494e-05,0.31921968266299,0.369,0.236,0.454781985489666,"AS+","ANXA6"
"IFITM1.1",8.55411012390301e-05,-0.351871164765221,0.229,0.358,1,"AS+","IFITM1"
"TSPYL1.1",9.97170213326028e-05,0.272148681072098,0.198,0.098,1,"AS+","TSPYL1"
"SNU13.1",0.000107354301842869,0.252046667540618,0.389,0.252,1,"AS+","SNU13"
"S100A8.1",0.000116046354662035,-0.328392705554102,0.113,0.215,1,"AS+","S100A8"
"XAF1.1",0.00013554603007368,-0.346560229487965,0.085,0.18,1,"AS+","XAF1"
"GADD45B.1",0.000165577661501216,0.308784510077149,0.256,0.141,1,"AS+","GADD45B"
"CCND3.1",0.00053465853908457,0.285878255150748,0.372,0.258,1,"AS+","CCND3"
"RCSD1.1",0.000771088846968039,-0.266405567774011,0.577,0.655,1,"AS+","RCSD1"
"TNFAIP8.1",0.00132410770720869,0.254054054805791,0.372,0.262,1,"AS+","TNFAIP8"
"SCIMP.1",0.00142510594345678,0.324885811888121,0.171,0.093,1,"AS+","SCIMP"
"JCHAIN.1",0.00280662468431179,-0.565613759283228,0.29,0.382,1,"AS+","JCHAIN"
"RP5-887A10.1.1",0.00687332581961332,0.270737864580262,0.225,0.148,1,"AS+","RP5-887A10.1"
"SMIM14.1",0.00748103142295763,0.293102583566526,0.386,0.299,1,"AS+","SMIM14"
"CRIP1.1",0.00799177932245999,0.321400140605925,0.386,0.297,1,"AS+","CRIP1"
