"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ANAPC16",0.00190480555378512,-0.390416483870146,0.418,0.609,1,"AS-","ANAPC16"
"CD8B",0.00194035205932055,0.408833880860634,0.455,0.255,1,"AS-","CD8B"
"HNRNPA2B1",0.0020579641453534,-0.414391248043938,0.491,0.609,1,"AS-","HNRNPA2B1"
"ZNF330",0.00208789928291054,0.343620045789541,0.127,0.034,1,"AS-","ZNF330"
"DDIT4",0.00213944366490306,-0.409708199864872,0.236,0.487,1,"AS-","DDIT4"
"UBXN2A",0.00227150332224792,0.397757401315711,0.145,0.045,1,"AS-","UBXN2A"
"SRP9",0.00281068291052518,0.396217952174819,0.527,0.354,1,"AS-","SRP9"
"TNFAIP3",0.0028373094268895,-0.485691201123764,0.109,0.297,1,"AS-","TNFAIP3"
"PGRMC1",0.00303845998535604,0.261562777414754,0.127,0.037,1,"AS-","PGRMC1"
"PIK3IP1",0.00320900651581824,-0.491487324957434,0.073,0.244,1,"AS-","PIK3IP1"
"CTSB",0.00338667973305301,-0.428003259288898,0.036,0.204,1,"AS-","CTSB"
"IL7R",0.00346555741192623,-0.513917746187548,0.345,0.493,1,"AS-","IL7R"
"CD74",0.0036100482678536,0.289236566830693,0.927,0.776,1,"AS-","CD74"
"RABL2B",0.00371512177299562,0.33327127162979,0.127,0.037,1,"AS-","RABL2B"
"HCG18",0.00382466793072222,0.317248801525961,0.145,0.048,1,"AS-","HCG18"
"ZNF428",0.00388010968757545,-0.404981487755786,0.091,0.283,1,"AS-","ZNF428"
"RP11-544A12.8",0.0039637899766653,0.292997659812939,0.164,0.057,1,"AS-","RP11-544A12.8"
"YY1AP1",0.00397117298400583,0.373299073420227,0.145,0.048,1,"AS-","YY1AP1"
"COTL1",0.00422887292485542,-0.481601663108455,0.255,0.439,1,"AS-","COTL1"
"ACAP2",0.00430286034578762,0.39174547289266,0.218,0.093,1,"AS-","ACAP2"
"SEC61G",0.00438560385253848,-0.418462155011469,0.291,0.493,1,"AS-","SEC61G"
"KLRD1",0.00440226889662407,0.372304384795802,0.418,0.244,1,"AS-","KLRD1"
"CD320",0.00440402000654503,-0.446080007731787,0.091,0.272,1,"AS-","CD320"
"POLR2J",0.00457308876131417,-0.426785331778085,0.109,0.283,1,"AS-","POLR2J"
"CD4",0.00464308917423612,-0.404538984089845,0,0.13,1,"AS-","CD4"
"GTF2I",0.00483982700788384,0.302617673718685,0.236,0.102,1,"AS-","GTF2I"
"MRPS30",0.0048828510682782,0.2900294331104,0.2,0.079,1,"AS-","MRPS30"
"TBL1XR1",0.0050543096525797,0.275945804286486,0.145,0.048,1,"AS-","TBL1XR1"
"SELL",0.00512779843454101,0.398495265765097,0.309,0.164,1,"AS-","SELL"
"JUN",0.00539941280381991,0.384040014651456,0.6,0.411,1,"AS-","JUN"
"B3GAT3",0.00575350404690692,-0.376567811797032,0,0.125,1,"AS-","B3GAT3"
"ATP1A1",0.00584362826724435,-0.393533248377492,0.091,0.263,1,"AS-","ATP1A1"
"TSSC4",0.00589912362852076,0.298550160943679,0.218,0.093,1,"AS-","TSSC4"
"PTPN7",0.00606882655572039,0.383983708766604,0.418,0.252,1,"AS-","PTPN7"
"RARRES3",0.00607916127195665,-0.31471983762573,0.455,0.671,1,"AS-","RARRES3"
"CDC42SE1",0.00628953402423417,0.48319883023167,0.473,0.312,1,"AS-","CDC42SE1"
"C2orf74",0.00639238509394244,0.30612775156854,0.109,0.031,1,"AS-","C2orf74"
"LILRB1",0.00639238509394244,0.262546799090943,0.109,0.031,1,"AS-","LILRB1"
"C1orf21",0.0066320096667245,0.303615114984566,0.382,0.224,1,"AS-","C1orf21"
"SLC50A1",0.00696446781717093,0.281276045717057,0.109,0.031,1,"AS-","SLC50A1"
"MFSD10",0.0074175677217429,-0.381259131875807,0.073,0.235,1,"AS-","MFSD10"
"MAF1",0.00757191691346956,-0.367596180347023,0.109,0.278,1,"AS-","MAF1"
"IFNGR1",0.0079332150738315,0.315262639820077,0.182,0.074,1,"AS-","IFNGR1"
"FGFBP2",0.00811607585694928,-0.369372960949893,0.582,0.782,1,"AS-","FGFBP2"
"C5orf56",0.00823764878590305,0.324861375278468,0.364,0.21,1,"AS-","C5orf56"
"IL10RA",0.00838707256780693,0.273530083629841,0.491,0.312,1,"AS-","IL10RA"
"PNISR",0.00848877007287301,0.342284848280066,0.636,0.473,1,"AS-","PNISR"
"POLR2J3",0.00860756657314025,0.458237589801568,0.436,0.303,1,"AS-","POLR2J3"
"LUC7L3",0.00866135479200613,0.437641688907585,0.382,0.221,1,"AS-","LUC7L3"
"TUFM",0.00873578804693339,-0.359212126279072,0.164,0.354,1,"AS-","TUFM"
"PSMB9",0.00876541629516883,0.354136128972451,0.673,0.507,1,"AS-","PSMB9"
"DLG1",0.00889555573471275,0.266756915722899,0.145,0.054,1,"AS-","DLG1"
"CD244",0.00974278899323817,0.266271368109739,0.127,0.042,1,"AS-","CD244"
"ECHDC2",0.00978544526263743,-0.340096960297765,0,0.11,1,"AS-","ECHDC2"
"HNRNPLL",0.00978544526263743,-0.340469695570545,0,0.11,1,"AS-","HNRNPLL"
"ARFGEF1",0.00980638125466484,0.261483478894327,0.109,0.034,1,"AS-","ARFGEF1"
"F8A3.1",6.07587378779965e-10,-0.361942695584893,0.003,0.127,8.51655228835876e-06,"AS+","F8A3"
"DIP2A.1",3.58191135812567e-09,-0.664714089342821,0.065,0.327,5.02076515068475e-05,"AS+","DIP2A"
"AC090498.1.1",2.4450661567656e-07,-0.297389490249943,0.992,1,0.00342724923193835,"AS+","AC090498.1"
"IGKC.1",3.08325943295147e-07,-0.613763185132763,0.099,0.345,0.00432180474716808,"AS+","IGKC"
"HLA-B.1",3.57007179104187e-07,0.296867902301888,1,1,0.00500416962950339,"AS+","HLA-B"
"HLA-A.1",3.89610254854616e-07,0.370598160524455,0.997,1,0.00546116694229715,"AS+","HLA-A"
"HLA-C.1",8.5870110466332e-07,0.318183436556229,1,1,0.0120364133840658,"AS+","HLA-C"
"YBX3.1",9.12063417469827e-07,-0.443694773478488,0.017,0.145,0.0127843929226746,"AS+","YBX3"
"UBC.1",2.33782765696997e-06,0.451347495603724,0.847,0.655,0.0327693302677481,"AS+","UBC"
"DHX15.1",2.40016777649175e-06,-0.370783100486599,0.031,0.182,0.0336431517230849,"AS+","DHX15"
"IGLC3.1",2.46415752748424e-06,-0.36523367537224,0.008,0.109,0.0345400960627466,"AS+","IGLC3"
"ACTB.1",5.62994725824598e-06,0.427656746988142,0.997,1,0.0789149707188339,"AS+","ACTB"
"CD8A.1",6.47552898391509e-06,-0.674231450779802,0.278,0.564,0.0907674897675378,"AS+","CD8A"
"PCNT.1",1.42953904789555e-05,-0.372180809128684,0.017,0.127,0.200378488343519,"AS+","PCNT"
"KLRB1.1",1.5913206308138e-05,1.09711016256556,0.584,0.309,0.223055412821171,"AS+","KLRB1"
"ITGB2.1",2.64423653529893e-05,0.504311660941599,0.813,0.582,0.370642635152852,"AS+","ITGB2"
"MRPL50.1",3.58020108172944e-05,-0.305919278423272,0.025,0.145,0.501836785626015,"AS+","MRPL50"
"CXCR4.1",0.000195658608932223,0.398063393776864,0.81,0.582,1,"AS+","CXCR4"
"HSP90B1.1",0.000198911828610186,0.627721565289159,0.428,0.164,1,"AS+","HSP90B1"
"NME4.1",0.000355988260582647,-0.387444515527441,0.042,0.164,1,"AS+","NME4"
"TLN1.1",0.000363800196096011,-0.500255358176538,0.159,0.345,1,"AS+","TLN1"
"UPK3BL.1",0.000407379998421691,-0.308135070745559,0.02,0.109,1,"AS+","UPK3BL"
"CD79A.1",0.000425079123307306,-0.286505511180636,0.042,0.164,1,"AS+","CD79A"
"VPS37A.1",0.000529263121480983,-0.325426559061829,0.028,0.127,1,"AS+","VPS37A"
"PRMT2.1",0.000540780632856817,-0.478032548605595,0.266,0.473,1,"AS+","PRMT2"
"RBM14.1",0.000708473147620962,-0.356703975491294,0.057,0.182,1,"AS+","RBM14"
"CALR.1",0.000710707649006368,0.540688723452806,0.518,0.309,1,"AS+","CALR"
"IGHM.1",0.000768328128277176,-0.289828144378038,0.054,0.182,1,"AS+","IGHM"
"AIG1.1",0.000994813421642445,-0.297612626298619,0.023,0.109,1,"AS+","AIG1"
"S100A8.1",0.0010236636880971,-0.306248916454017,0.031,0.127,1,"AS+","S100A8"
"TRIM13.1",0.00103699131779422,-0.288645834946057,0.023,0.109,1,"AS+","TRIM13"
"RP11-347P5.1.1",0.00129095913948561,0.587669839012666,0.295,0.091,1,"AS+","RP11-347P5.1"
"TSC22D3.1",0.00150669097849105,0.374986237317078,0.779,0.636,1,"AS+","TSC22D3"
"LDHA.1",0.0015188421623158,0.505286086049203,0.507,0.291,1,"AS+","LDHA"
"ELMO2.1",0.00177283711571886,-0.304124230446443,0.025,0.109,1,"AS+","ELMO2"
"NFKBIA.1",0.00180007125720532,0.517090205310408,0.34,0.127,1,"AS+","NFKBIA"
"P4HTM.1",0.00181143423859464,-0.438646582802987,0.034,0.127,1,"AS+","P4HTM"
"ANAPC16.1",0.00190480555378512,0.390416483870146,0.609,0.418,1,"AS+","ANAPC16"
"CD8B.1",0.00194035205932055,-0.408833880860634,0.255,0.455,1,"AS+","CD8B"
"HNRNPA2B1.1",0.0020579641453534,0.414391248043938,0.609,0.491,1,"AS+","HNRNPA2B1"
"ZNF330.1",0.00208789928291054,-0.343620045789541,0.034,0.127,1,"AS+","ZNF330"
"DDIT4.1",0.00213944366490306,0.409708199864872,0.487,0.236,1,"AS+","DDIT4"
"UBXN2A.1",0.00227150332224792,-0.397757401315711,0.045,0.145,1,"AS+","UBXN2A"
"SRP9.1",0.00281068291052518,-0.396217952174819,0.354,0.527,1,"AS+","SRP9"
"TNFAIP3.1",0.0028373094268895,0.485691201123764,0.297,0.109,1,"AS+","TNFAIP3"
"PGRMC1.1",0.00303845998535604,-0.261562777414754,0.037,0.127,1,"AS+","PGRMC1"
"PIK3IP1.1",0.00320900651581824,0.491487324957434,0.244,0.073,1,"AS+","PIK3IP1"
"CTSB.1",0.00338667973305301,0.428003259288898,0.204,0.036,1,"AS+","CTSB"
"IL7R.1",0.00346555741192623,0.513917746187548,0.493,0.345,1,"AS+","IL7R"
"CD74.1",0.0036100482678536,-0.289236566830693,0.776,0.927,1,"AS+","CD74"
"RABL2B.1",0.00371512177299562,-0.33327127162979,0.037,0.127,1,"AS+","RABL2B"
"HCG18.1",0.00382466793072222,-0.317248801525961,0.048,0.145,1,"AS+","HCG18"
"ZNF428.1",0.00388010968757545,0.404981487755786,0.283,0.091,1,"AS+","ZNF428"
"RP11-544A12.8.1",0.0039637899766653,-0.292997659812939,0.057,0.164,1,"AS+","RP11-544A12.8"
"YY1AP1.1",0.00397117298400583,-0.373299073420227,0.048,0.145,1,"AS+","YY1AP1"
"COTL1.1",0.00422887292485542,0.481601663108455,0.439,0.255,1,"AS+","COTL1"
"ACAP2.1",0.00430286034578762,-0.39174547289266,0.093,0.218,1,"AS+","ACAP2"
"SEC61G.1",0.00438560385253848,0.418462155011469,0.493,0.291,1,"AS+","SEC61G"
"KLRD1.1",0.00440226889662407,-0.372304384795802,0.244,0.418,1,"AS+","KLRD1"
"CD320.1",0.00440402000654503,0.446080007731787,0.272,0.091,1,"AS+","CD320"
"POLR2J.1",0.00457308876131417,0.426785331778085,0.283,0.109,1,"AS+","POLR2J"
"CD4.1",0.00464308917423612,0.404538984089845,0.13,0,1,"AS+","CD4"
"GTF2I.1",0.00483982700788384,-0.302617673718685,0.102,0.236,1,"AS+","GTF2I"
"MRPS30.1",0.0048828510682782,-0.2900294331104,0.079,0.2,1,"AS+","MRPS30"
"TBL1XR1.1",0.0050543096525797,-0.275945804286486,0.048,0.145,1,"AS+","TBL1XR1"
"SELL.1",0.00512779843454101,-0.398495265765097,0.164,0.309,1,"AS+","SELL"
"JUN.1",0.00539941280381991,-0.384040014651456,0.411,0.6,1,"AS+","JUN"
"B3GAT3.1",0.00575350404690692,0.376567811797032,0.125,0,1,"AS+","B3GAT3"
"ATP1A1.1",0.00584362826724435,0.393533248377492,0.263,0.091,1,"AS+","ATP1A1"
"TSSC4.1",0.00589912362852076,-0.298550160943679,0.093,0.218,1,"AS+","TSSC4"
"PTPN7.1",0.00606882655572039,-0.383983708766604,0.252,0.418,1,"AS+","PTPN7"
"RARRES3.1",0.00607916127195665,0.31471983762573,0.671,0.455,1,"AS+","RARRES3"
"CDC42SE1.1",0.00628953402423417,-0.48319883023167,0.312,0.473,1,"AS+","CDC42SE1"
"LILRB1.1",0.00639238509394244,-0.262546799090943,0.031,0.109,1,"AS+","LILRB1"
"C2orf74.1",0.00639238509394244,-0.30612775156854,0.031,0.109,1,"AS+","C2orf74"
"C1orf21.1",0.0066320096667245,-0.303615114984566,0.224,0.382,1,"AS+","C1orf21"
"SLC50A1.1",0.00696446781717093,-0.281276045717057,0.031,0.109,1,"AS+","SLC50A1"
"MFSD10.1",0.0074175677217429,0.381259131875807,0.235,0.073,1,"AS+","MFSD10"
"MAF1.1",0.00757191691346956,0.367596180347023,0.278,0.109,1,"AS+","MAF1"
"IFNGR1.1",0.0079332150738315,-0.315262639820077,0.074,0.182,1,"AS+","IFNGR1"
"FGFBP2.1",0.00811607585694928,0.369372960949893,0.782,0.582,1,"AS+","FGFBP2"
"C5orf56.1",0.00823764878590305,-0.324861375278468,0.21,0.364,1,"AS+","C5orf56"
"IL10RA.1",0.00838707256780693,-0.273530083629841,0.312,0.491,1,"AS+","IL10RA"
"PNISR.1",0.00848877007287301,-0.342284848280066,0.473,0.636,1,"AS+","PNISR"
"POLR2J3.1",0.00860756657314025,-0.458237589801568,0.303,0.436,1,"AS+","POLR2J3"
"LUC7L3.1",0.00866135479200613,-0.437641688907585,0.221,0.382,1,"AS+","LUC7L3"
"TUFM.1",0.00873578804693339,0.359212126279072,0.354,0.164,1,"AS+","TUFM"
"PSMB9.1",0.00876541629516883,-0.354136128972451,0.507,0.673,1,"AS+","PSMB9"
"DLG1.1",0.00889555573471275,-0.266756915722899,0.054,0.145,1,"AS+","DLG1"
"CD244.1",0.00974278899323817,-0.266271368109739,0.042,0.127,1,"AS+","CD244"
"HNRNPLL.1",0.00978544526263743,0.340469695570545,0.11,0,1,"AS+","HNRNPLL"
"ECHDC2.1",0.00978544526263743,0.340096960297765,0.11,0,1,"AS+","ECHDC2"
"ARFGEF1.1",0.00980638125466484,-0.261483478894327,0.034,0.109,1,"AS+","ARFGEF1"
