"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100A9.1",6.1223214350472e-10,-0.423719394303737,0.143,0.368,8.58165795550567e-06,"AS+","S100A9"
"SELL.1",2.62314855835943e-09,-0.452364185657295,0.22,0.444,3.67686733425241e-05,"AS+","SELL"
"ISG15.1",4.40615456236288e-09,-0.532915309915377,0.177,0.383,6.17610685006405e-05,"AS+","ISG15"
"ITGB2.1",7.77893399259203e-09,0.404385864065047,0.722,0.534,0.000109037317774162,"AS+","ITGB2"
"IGLC2.1",1.21910705403486e-08,-0.352708889989893,0.061,0.214,0.000170882235764067,"AS+","IGLC2"
"IFI27.1",3.23386313635629e-08,-0.311068814234839,0.008,0.102,0.000453290595823061,"AS+","IFI27"
"LY6E.1",1.07528488349049e-07,-0.340435938713943,0.585,0.774,0.00150722682118862,"AS+","LY6E"
"IFI6.1",1.40654210038979e-07,-0.460340177700289,0.122,0.286,0.00197155006211636,"AS+","IFI6"
"DDIT4.1",2.12603545371497e-07,0.405139834301229,0.368,0.192,0.00298006389547227,"AS+","DDIT4"
"KLRB1.1",1.48046605942871e-06,0.83661528076448,0.41,0.256,0.0207516927550123,"AS+","KLRB1"
"LGALS1.1",2.64367821777791e-06,-0.378319205583793,0.265,0.447,0.037056437578593,"AS+","LGALS1"
"NKG7.1",3.71862828216295e-06,0.290586356013868,0.95,0.914,0.0521240126310781,"AS+","NKG7"
"RUNX3.1",5.86676786465269e-06,0.317283480970804,0.386,0.233,0.0822344851588368,"AS+","RUNX3"
"S100A8.1",6.60503616892021e-06,-0.293833285975145,0.093,0.226,0.0925827919797545,"AS+","S100A8"
"XAF1.1",1.4519547429883e-05,-0.313738599288027,0.066,0.177,0.20352049632467,"AS+","XAF1"
"WIPI2.1",5.24598781171811e-05,-0.307158180764312,0.077,0.184,0.735330111568527,"AS+","WIPI2"
"FAM215B.1",5.884047226963e-05,0.372445697389344,0.241,0.124,0.824766899803404,"AS+","FAM215B"
"CLDND1.1",6.30738773419465e-05,-0.274631250319714,0.214,0.365,0.884106538702064,"AS+","CLDND1"
"GTF3C6.1",7.66187742945415e-05,-0.287302724158969,0.114,0.233,1,"AS+","GTF3C6"
"PRMT2.1",8.9323929092289e-05,-0.308910785295098,0.257,0.41,1,"AS+","PRMT2"
"LINC00152.1",0.000112174761937674,0.335654229066474,0.328,0.195,1,"AS+","LINC00152"
"HERPUD1.1",0.000118016057507126,0.307107266876157,0.437,0.312,1,"AS+","HERPUD1"
"ITM2A.1",0.000138793454345872,-0.338565514487984,0.233,0.376,1,"AS+","ITM2A"
"GLRX.1",0.000186268327959103,-0.278257538529133,0.108,0.218,1,"AS+","GLRX"
"PAG1.1",0.00020053874923089,-0.254666287227907,0.114,0.229,1,"AS+","PAG1"
"CD160.1",0.000223031541849621,0.446189822059539,0.177,0.083,1,"AS+","CD160"
"KIAA1551.1",0.000311599834010499,0.317402269809912,0.27,0.158,1,"AS+","KIAA1551"
"PATL2.1",0.000327353144077049,-0.364779997348094,0.153,0.267,1,"AS+","PATL2"
"RP11-347P5.1.1",0.000498843656242672,0.304061036151835,0.423,0.312,1,"AS+","RP11-347P5.1"
"VIM.1",0.000618501577665132,-0.250939476734445,0.693,0.767,1,"AS+","VIM"
"ZFP36.1",0.00130592473199847,0.274302030987011,0.519,0.432,1,"AS+","ZFP36"
"CCNL1.1",0.00151551931339606,0.250457181129749,0.466,0.368,1,"AS+","CCNL1"
"MGAT4A.1",0.00225258375759624,0.300622475554398,0.304,0.226,1,"AS+","MGAT4A"
"ITGB2-AS1.1",0.00452647405012351,0.278303221560491,0.169,0.098,1,"AS+","ITGB2-AS1"
"ITGB1.1",0.00742553005682186,-0.258442987240796,0.169,0.263,1,"AS+","ITGB1"
"ATF7IP.1",0.0093883371645698,0.257713543810139,0.151,0.086,1,"AS+","ATF7IP"
