"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","ClusterName"
"1",0,1.58550796406101,0.568,0.03,0,13,"IGHG1","B cells memory"
"2",1.47191156565329e-235,1.29322813423389,0.461,0.032,2.06317844157621e-231,13,"RP5-887A10.1","B cells memory"
"3",2.53574538458245e-218,1.01449372672621,0.315,0.014,3.55435430556922e-214,13,"IGHG3","B cells memory"
"4",1.84864757785121e-183,1.5622879607,0.282,0.014,2.59124930987404e-179,13,"AL928768.3","B cells memory"
"5",6.68135476247346e-123,2.5884903490308,1,0.516,9.36525497055905e-119,13,"IGKC","B cells memory"
"6",3.48288271109702e-114,0.618091940765602,0.299,0.027,4.88195669614469e-110,13,"CPNE5","B cells memory"
"7",8.34155781986986e-93,0.985490044869178,0.876,0.281,1.16923615961116e-88,13,"CD79A","B cells memory"
"8",6.06591191521581e-91,0.93304305835434,0.851,0.263,8.50258873155801e-87,13,"MS4A1","B cells memory"
"9",6.88387840236748e-85,1.18285323351796,0.95,0.53,9.64913235659849e-81,13,"HLA-DRA","B cells memory"
"10",3.19231264301273e-84,0.730672934751808,0.581,0.126,4.47466463171095e-80,13,"BANK1","B cells memory"
"11",2.22134670710328e-83,0.901805038483774,0.759,0.219,3.11366167934667e-79,13,"HLA-DQA1","B cells memory"
"12",2.75157865620132e-75,0.615902223841457,0.361,0.058,3.85688780239739e-71,13,"SPIB","B cells memory"
"13",4.32039048094082e-75,1.03061573149364,0.996,0.902,6.05589133713474e-71,13,"CD74","B cells memory"
"14",8.12712140529262e-75,0.844956971703205,0.871,0.322,1.13917860737987e-70,13,"HLA-DQB1","B cells memory"
"15",3.53048132038463e-74,0.971349893508145,0.307,0.044,4.94867566678313e-70,13,"IGKV1-12","B cells memory"
"16",2.46921123966628e-72,1.97298463483064,0.461,0.102,3.46109339464022e-68,13,"JCHAIN","B cells memory"
"17",2.59132665717874e-68,0.694398600717514,0.411,0.08,3.63226257536744e-64,13,"GNG7","B cells memory"
"18",1.67957867006299e-67,0.903691198109868,0.929,0.497,2.35426542182729e-63,13,"HLA-DPA1","B cells memory"
"19",7.86143570354561e-67,0.669147352834124,0.411,0.081,1.10193744256599e-62,13,"BLK","B cells memory"
"20",8.49913348580922e-67,0.680689121542272,0.544,0.132,1.19132354070588e-62,13,"TNFRSF13C","B cells memory"
"21",1.80250698392477e-65,0.951903458056148,0.921,0.593,2.52657403936735e-61,13,"HLA-DPB1","B cells memory"
"22",2.9272977910509e-63,2.81122494852699,0.49,0.134,4.10319331371605e-59,13,"IGHA1","B cells memory"
"23",1.13945058815719e-62,0.66957264258621,0.622,0.176,1.59716788941994e-58,13,"LINC00926","B cells memory"
"24",5.09435451032696e-62,0.604074309661885,0.469,0.106,7.14075671712529e-58,13,"LY86","B cells memory"
"25",4.37876258243821e-57,0.50344124022189,0.257,0.039,6.13771151180364e-53,13,"POU2AF1","B cells memory"
"26",1.0539988723556e-52,0.720771803145572,0.913,0.491,1.47739021938084e-48,13,"HLA-DRB1","B cells memory"
"27",2.22167776309147e-52,0.535830423163973,0.564,0.158,3.11412572052532e-48,13,"MEF2C","B cells memory"
"28",2.87636560481615e-52,0.447805394596439,0.261,0.043,4.0318016682708e-48,13,"CCDC50","B cells memory"
"29",2.53203442612853e-51,0.649583149145374,0.693,0.244,3.54915265510436e-47,13,"HLA-DMA","B cells memory"
"30",8.98158457167161e-48,0.500922571475224,0.344,0.075,1.25894870941121e-43,13,"BCL11A","B cells memory"
"31",1.68502981433084e-47,0.608841198394391,0.793,0.315,2.36190629074754e-43,13,"CD79B","B cells memory"
"32",1.03048470778729e-42,0.582665959201996,0.519,0.16,1.44443041490545e-38,13,"HLA-DMB","B cells memory"
"33",1.85796019418485e-42,0.503092422878268,0.257,0.05,2.6043028041889e-38,13,"PNOC","B cells memory"
"34",1.42672529535184e-41,0.482062001308563,0.295,0.064,1.99984084649467e-37,13,"ID3","B cells memory"
"35",8.34731245711621e-41,0.532986849421857,0.365,0.094,1.17004278711398e-36,13,"SEL1L3","B cells memory"
"36",1.0853126039708e-38,0.438665541735079,0.32,0.076,1.52128267698588e-34,13,"RALGPS2","B cells memory"
"37",1.98568964516261e-38,0.430175896394031,0.253,0.052,2.78334117562443e-34,13,"CD24","B cells memory"
"38",5.76149569756865e-38,0.463252655184255,0.39,0.108,8.07588851928197e-34,13,"PDLIM1","B cells memory"
"39",2.26873426294512e-35,0.510003538861047,0.365,0.103,3.18008481637017e-31,13,"P2RX5","B cells memory"
"40",4.35427826611364e-35,0.617892407690077,0.415,0.133,6.10339184561149e-31,13,"UBE2J1","B cells memory"
"41",2.17833123304598e-34,0.437004440730899,0.34,0.091,3.05336688936055e-30,13,"CXXC5","B cells memory"
"42",2.48959052725907e-34,0.523902213645774,0.942,0.781,3.48965904205903e-30,13,"CD37","B cells memory"
"43",9.31663767880121e-33,0.34141264563775,0.266,0.062,1.30591310343757e-28,13,"PKIG","B cells memory"
"44",6.393171931395e-32,0.478299405098184,0.349,0.103,8.96130909623638e-28,13,"CD82","B cells memory"
"45",1.05694403732367e-31,0.446605002023523,0.386,0.12,1.48151845711658e-27,13,"SMARCB1","B cells memory"
"46",6.96931384350034e-30,0.468609142620197,0.373,0.116,9.76888721443443e-26,13,"IRF8","B cells memory"
"47",9.73431430266174e-30,0.428088774954156,0.44,0.151,1.3644588358041e-25,13,"SNX2","B cells memory"
"48",2.65956611229661e-29,0.417705302333708,0.274,0.071,3.72791381960616e-25,13,"CD40","B cells memory"
"49",7.49949561941187e-29,0.368152074597107,0.266,0.069,1.05120430097296e-24,13,"CTSH","B cells memory"
"50",1.08641927700521e-28,0.333996114019421,0.257,0.065,1.52283390057821e-24,13,"SPI1","B cells memory"
"51",1.21479737530367e-28,0.379380894712123,0.349,0.106,1.70278148096316e-24,13,"MARCH1","B cells memory"
"52",3.73202303831743e-28,0.5275068817434,0.282,0.079,5.23117669280954e-24,13,"TMEM156","B cells memory"
"53",1.48288660163869e-27,0.364497431169948,0.266,0.071,2.07856214951696e-23,13,"SWAP70","B cells memory"
"54",1.56000270593172e-27,0.454667718384587,0.295,0.085,2.18665579290449e-23,13,"ADAM28","B cells memory"
"55",5.06877826226549e-27,0.324646454664305,0.992,0.966,7.10490649021754e-23,13,"RPS11","B cells memory"
"56",6.52819830504457e-27,0.423354743086881,0.402,0.138,9.15057556418097e-23,13,"VPREB3","B cells memory"
"57",9.29371022677782e-27,0.375129492013175,0.278,0.079,1.30269936248745e-22,13,"CAPG","B cells memory"
"58",1.28352627784299e-26,0.451459371807818,0.481,0.187,1.79911878365251e-22,13,"SYNGR2","B cells memory"
"59",2.64998296393836e-25,0.528366340287178,0.718,0.391,3.71448112055239e-21,13,"EVI2B","B cells memory"
"60",4.22339149688434e-25,0.357641920798458,0.261,0.073,5.91992786118278e-21,13,"ARHGAP24","B cells memory"
"61",8.71305164499869e-25,0.391347299405118,0.378,0.133,1.22130844907947e-20,13,"SYPL1","B cells memory"
"62",1.30073208968363e-24,0.352846947396438,0.307,0.096,1.82323617010954e-20,13,"TMEM154","B cells memory"
"63",3.28930342985426e-24,0.354229561086972,0.278,0.083,4.61061661762672e-20,13,"IFT57","B cells memory"
"64",9.99289384335816e-24,0.365873965800224,0.278,0.083,1.40070393002351e-19,13,"HLA-DOB","B cells memory"
"65",3.6118741527464e-23,0.318898994467588,0.29,0.09,5.06276399990462e-19,13,"EAF2","B cells memory"
"66",6.53399325952364e-21,0.738171282277996,0.863,0.607,9.15869835187429e-17,13,"CRIP1","B cells memory"
"67",1.14491025749214e-20,0.327749260601238,0.324,0.114,1.60482070792673e-16,13,"LAT2","B cells memory"
"68",1.64377525961863e-20,0.372657319736564,0.411,0.165,2.30407978140744e-16,13,"POU2F2","B cells memory"
"69",2.25745094724333e-20,0.414618111499598,0.9,0.79,3.16426899275098e-16,13,"LTB","B cells memory"
"70",3.19044282061859e-20,0.372544507724733,0.278,0.094,4.47204370166108e-16,13,"BCAS4","B cells memory"
"71",8.54034796936631e-19,0.328517696653529,0.942,0.854,1.19710057486608e-14,13,"OAZ1","B cells memory"
"72",1.38461795470748e-18,0.399468166209382,0.332,0.129,1.94081898711347e-14,13,"GPR183","B cells memory"
"73",1.13846274125097e-16,0.325803989353899,0.369,0.154,1.59578322441148e-12,13,"ODC1","B cells memory"
"74",6.64835493905402e-15,0.34122651603631,0.295,0.118,9.31899911807203e-11,13,"ATP2B1","B cells memory"
"75",6.72913400613287e-15,0.356365366752102,0.701,0.442,9.43222713639644e-11,13,"SNX3","B cells memory"
"76",8.99812806377685e-15,0.31862574494213,0.929,0.867,1.2612676106996e-10,13,"SLC25A6","B cells memory"
"77",2.66859563769983e-13,0.383087705705388,0.78,0.552,3.74057050536385e-09,13,"ZFAS1","B cells memory"
"78",3.42530394967405e-13,0.343291957674562,0.477,0.251,4.80124854625811e-09,13,"CHCHD10","B cells memory"
"79",1.84557487328808e-12,0.333678264080561,0.481,0.257,2.58694229988791e-08,13,"EZR","B cells memory"
"80",3.11117518014269e-12,0.37048988002623,0.336,0.163,4.36093425000601e-08,13,"MARCKSL1","B cells memory"
"81",3.40645652457458e-12,0.301891456469429,0.502,0.278,4.7748301104962e-08,13,"PLP2","B cells memory"
"82",3.12496193876773e-11,0.307551363210927,0.34,0.167,4.38025914957072e-07,13,"DRAM2","B cells memory"
"83",3.54545523128247e-11,0.314130447986287,0.286,0.129,4.96966459768864e-07,13,"SMIM14","B cells memory"
"84",5.52846018597198e-10,0.319170751232244,0.726,0.511,7.74924264267693e-06,13,"UQCRH","B cells memory"
"85",1.40581600000824e-09,0.363196357662571,0.734,0.529,1.97053228721154e-05,13,"TAGLN2","B cells memory"
"86",1.6880689384264e-09,0.300167140380895,0.382,0.205,2.36616623099228e-05,13,"RPL22L1","B cells memory"
"87",4.67085152822465e-09,0.306873292257241,0.614,0.385,6.54713258711249e-05,13,"ISCU","B cells memory"
"88",8.62062097769849e-09,0.358500565415461,0.315,0.162,0.0001208352442444,13,"HN1","B cells memory"
"89",1.63297061233629e-08,0.332994893376982,0.768,0.563,0.000228893490731178,13,"CLIC1","B cells memory"
"90",2.58876447928325e-07,0.342299779304319,0.805,0.682,0.00362867117061133,13,"TSC22D3","B cells memory"
"91",4.19129776611986e-07,0.486852842114148,0.768,0.59,0.00587494207877021,13,"SUB1","B cells memory"
"92",0,2.27379618731569,1,0.463,0,0,"IGKC","B cells naive - 1"
"93",0,1.65562181573106,0.998,0.477,0,0,"HLA-DRA","B cells naive - 1"
"94",0,1.63300127626596,1,0.891,0,0,"CD74","B cells naive - 1"
"95",0,1.62699653114117,0.809,0.126,0,0,"IGHD","B cells naive - 1"
"96",0,1.61907758892992,0.808,0.139,0,0,"TCL1A","B cells naive - 1"
"97",0,1.60931313421295,0.879,0.234,0,0,"IGHM","B cells naive - 1"
"98",0,1.54869695226085,0.892,0.193,0,0,"MS4A1","B cells naive - 1"
"99",0,1.50946149770507,0.899,0.213,0,0,"CD79A","B cells naive - 1"
"100",0,1.49229050135219,0.895,0.249,0,0,"CD79B","B cells naive - 1"
"101",0,1.40810791126766,0.971,0.437,0,0,"HLA-DRB1","B cells naive - 1"
"102",0,1.39861894790874,0.902,0.258,0,0,"HLA-DQB1","B cells naive - 1"
"103",0,1.30159649049412,0.743,0.163,0,0,"HLA-DQA1","B cells naive - 1"
"104",0,1.29965433223034,0.963,0.445,0,0,"HLA-DPA1","B cells naive - 1"
"105",0,1.29320200770575,0.673,0.099,0,0,"MEF2C","B cells naive - 1"
"106",0,1.29027300482756,0.681,0.119,0,0,"LINC00926","B cells naive - 1"
"107",0,1.26397826169848,0.982,0.549,0,0,"HLA-DPB1","B cells naive - 1"
"108",0,1.12521067083145,0.539,0.08,0,0,"FCER2","B cells naive - 1"
"109",0,1.12473141962886,0.534,0.092,0,0,"VPREB3","B cells naive - 1"
"110",0,1.08853435141791,0.686,0.196,0,0,"HLA-DMA","B cells naive - 1"
"111",0,1.02898346329965,0.982,0.758,0,0,"CD37","B cells naive - 1"
"112",0,1.02802526570882,0.556,0.116,0,0,"HLA-DMB","B cells naive - 1"
"113",0,1.02563082015967,0.281,0.019,0,0,"IGKV1-12","B cells naive - 1"
"114",2.05298486701011e-279,0.920172018068683,0.473,0.092,2.87766888808807e-275,0,"BANK1","B cells naive - 1"
"115",1.06900207154758e-278,0.929023444951989,0.455,0.085,1.49842020368825e-274,0,"CD22","B cells naive - 1"
"116",9.50347247085179e-276,0.943386603413639,0.481,0.096,1.3321017362393e-271,0,"TNFRSF13C","B cells naive - 1"
"117",4.39946171968214e-267,0.89870243703742,0.414,0.071,6.16672549247846e-263,0,"MARCH1","B cells naive - 1"
"118",1.49078340773093e-259,0.894842393842682,0.431,0.08,2.08963110261644e-255,0,"IRF8","B cells naive - 1"
"119",1.08463993178194e-257,0.802026788581953,0.304,0.034,1.52033979237874e-253,0,"RP11-693J15.5","B cells naive - 1"
"120",4.32418490493148e-248,0.91084682495785,0.439,0.09,6.06120998124246e-244,0,"HVCN1","B cells naive - 1"
"121",5.83948355564102e-237,0.761195779377077,0.308,0.04,8.18520409994202e-233,0,"TSPAN13","B cells naive - 1"
"122",3.01451194953146e-230,0.768287445369296,0.342,0.053,4.22544139965824e-226,0,"HLA-DOB","B cells naive - 1"
"123",1.42480853238844e-227,0.899963461488073,0.601,0.197,1.99715411984888e-223,0,"NCF1","B cells naive - 1"
"124",3.56155462222553e-224,0.793586649968055,0.342,0.055,4.99223111397352e-220,0,"ADAM28","B cells naive - 1"
"125",1.20164089686696e-220,0.754195892600453,0.312,0.045,1.68434004513842e-216,0,"ARHGAP24","B cells naive - 1"
"126",3.95981219750577e-214,0.735209353024025,0.318,0.049,5.55046875724384e-210,0,"BCL11A","B cells naive - 1"
"127",8.39176084521089e-214,0.727901295725431,0.325,0.052,1.17627311767321e-209,0,"FAM129C","B cells naive - 1"
"128",2.04174675834457e-213,0.741638880957836,0.315,0.049,2.86191643117158e-209,0,"FCRLA","B cells naive - 1"
"129",3.27632237683351e-212,0.739843191147917,0.306,0.046,4.59242107560753e-208,0,"CD72","B cells naive - 1"
"130",1.76675639594565e-211,0.945003864108426,0.435,0.104,2.47646244019701e-207,0,"PLPP5","B cells naive - 1"
"131",3.36824340749472e-206,0.331734989399837,1,0.998,4.72126678428535e-202,0,"RPL18A","B cells naive - 1"
"132",8.31093298465704e-206,0.97817019547073,0.349,0.066,1.16494347645938e-201,0,"HLA-DQA2","B cells naive - 1"
"133",2.74849175627855e-203,0.803449694503024,0.402,0.089,3.85256089477565e-199,0,"FAM26F","B cells naive - 1"
"134",1.55382318652029e-202,0.66937092386197,0.276,0.038,2.17799396054549e-198,0,"GAPT","B cells naive - 1"
"135",1.41681623892459e-193,0.811997330637482,0.406,0.096,1.9859513221006e-189,0,"STX7","B cells naive - 1"
"136",1.39780713830076e-192,0.791903287098831,0.361,0.075,1.95930626575618e-188,0,"P2RX5","B cells naive - 1"
"137",2.3492691716932e-189,0.636853440230698,0.271,0.039,3.29297059796235e-185,0,"FCRL1","B cells naive - 1"
"138",2.00254408302754e-187,0.660027407884695,0.283,0.044,2.8069660411797e-183,0,"RP11-231C14.7","B cells naive - 1"
"139",6.89062498210896e-184,0.712402527730581,0.327,0.063,9.65858903742214e-180,0,"EAF2","B cells naive - 1"
"140",3.56476279293356e-183,0.718790999079965,0.368,0.081,4.99672800685497e-179,0,"LY86","B cells naive - 1"
"141",8.4100533560532e-183,0.717802113289901,0.3,0.053,1.17883717891798e-178,0,"RALGPS2","B cells naive - 1"
"142",7.19392711545244e-178,0.379249590748784,1,0.994,1.00837276377297e-173,0,"RPL8","B cells naive - 1"
"143",1.16381360664737e-175,0.714917535578771,0.312,0.059,1.63131753243762e-171,0,"CD19","B cells naive - 1"
"144",1.05850661375949e-169,0.598977311170026,0.257,0.04,1.48370872050668e-165,0,"BLNK","B cells naive - 1"
"145",2.49906565320755e-168,0.637806165536112,0.349,0.079,3.50294032610103e-164,0,"JCHAIN","B cells naive - 1"
"146",5.31366204506679e-158,0.634605815980877,0.299,0.06,7.44816008857013e-154,0,"GNG7","B cells naive - 1"
"147",3.76332190293191e-155,0.661594769166267,0.262,0.046,5.27504831133965e-151,0,"KIAA0125","B cells naive - 1"
"148",9.57040247078103e-155,0.627832011795258,0.275,0.052,1.34148331432938e-150,0,"HHEX","B cells naive - 1"
"149",1.19844306837368e-152,0.301113280916357,1,0.997,1.67985764893939e-148,0,"RPS23","B cells naive - 1"
"150",1.92370406483128e-151,0.643575285324769,0.295,0.062,2.69645598767401e-147,0,"BLK","B cells naive - 1"
"151",8.38277600247286e-148,0.36100714442519,0.996,0.987,1.17501371226662e-143,0,"RPS5","B cells naive - 1"
"152",9.23692897013386e-140,0.616406905446336,0.258,0.05,1.29474033374366e-135,0,"SWAP70","B cells naive - 1"
"153",8.02232164056709e-137,0.724860908559166,0.399,0.125,1.12448882435829e-132,0,"SNX2","B cells naive - 1"
"154",8.2831595072013e-137,0.742812545748338,0.905,0.675,1.16105046812441e-132,0,"CXCR4","B cells naive - 1"
"155",1.11128224903537e-134,0.798327777341279,0.447,0.16,1.55768432847288e-130,0,"BIRC3","B cells naive - 1"
"156",3.893510166215e-133,0.719957528639367,0.398,0.128,5.45753319998357e-129,0,"CYB561A3","B cells naive - 1"
"157",7.89440204529679e-133,0.606823205056179,0.256,0.052,1.10655833468925e-128,0,"CD40","B cells naive - 1"
"158",6.73435984393569e-128,0.69788288241481,0.414,0.138,9.43955219324466e-124,0,"POU2F2","B cells naive - 1"
"159",3.7157549943305e-125,0.547157133023152,0.922,0.77,5.20837377555307e-121,0,"LAPTM5","B cells naive - 1"
"160",1.01835500423724e-117,0.375864159446097,0.989,0.963,1.42742820943934e-113,0,"RPS11","B cells naive - 1"
"161",6.00824706404264e-112,0.634685601214534,0.339,0.105,8.42175990966856e-108,0,"SMIM14","B cells naive - 1"
"162",7.80876071719171e-111,0.452396224788425,0.965,0.769,1.09455398972876e-106,0,"LTB","B cells naive - 1"
"163",2.46416672721169e-105,0.597684179246587,0.308,0.092,3.45402250153263e-101,0,"ORAI2","B cells naive - 1"
"164",6.4585700341592e-102,0.640819125740676,0.638,0.367,9.05297761688095e-98,0,"RCSD1","B cells naive - 1"
"165",1.74688997360987e-99,0.471677893907056,0.971,0.907,2.44861567600895e-95,0,"BTG1","B cells naive - 1"
"166",1.89828856278406e-97,0.569155735136073,0.302,0.094,2.66083107845442e-93,0,"LAT2","B cells naive - 1"
"167",3.47910589512323e-97,0.704982516318223,0.324,0.11,4.87666273319423e-93,0,"IL4R","B cells naive - 1"
"168",6.29518533212948e-92,0.516711358940705,0.291,0.091,8.8239612800459e-88,0,"PDLIM1","B cells naive - 1"
"169",7.78798120153334e-87,0.569874860921683,0.665,0.419,1.09164132501893e-82,0,"SNX3","B cells naive - 1"
"170",8.26335164064673e-85,0.5207035902458,0.298,0.1,1.15827399946945e-80,0,"TPD52","B cells naive - 1"
"171",2.74297272160519e-84,0.487148501125139,0.256,0.076,3.844824863874e-80,0,"CXXC5","B cells naive - 1"
"172",8.98585453805583e-73,0.453649711058153,0.265,0.089,1.25954723059929e-68,0,"PLEKHF2","B cells naive - 1"
"173",6.53837873474036e-69,0.530207558145867,0.511,0.281,9.16484547248556e-65,0,"FCMR","B cells naive - 1"
"174",1.44120121490298e-61,0.534128531909093,0.251,0.093,2.02013174292951e-57,0,"YBX3","B cells naive - 1"
"175",1.52586434092354e-61,0.498834488211076,0.271,0.105,2.13880404667253e-57,0,"ZCCHC7","B cells naive - 1"
"176",3.06897187217549e-53,0.487033421848736,0.474,0.283,4.30177787322838e-49,0,"POLD4","B cells naive - 1"
"177",1.0417662387128e-52,0.502381312654742,0.312,0.145,1.46024373680374e-48,0,"LTA4H","B cells naive - 1"
"178",1.19989983230039e-52,0.349188233637729,0.533,0.325,1.68189959493545e-48,0,"CTSS","B cells naive - 1"
"179",8.94287101882474e-52,0.447008815448723,0.349,0.17,1.25352223070866e-47,0,"REL","B cells naive - 1"
"180",7.25386541951072e-51,0.490200651438312,0.506,0.324,1.01677431585282e-46,0,"SEC62","B cells naive - 1"
"181",8.68566966898555e-51,0.437562387896327,0.596,0.393,1.21747031750171e-46,0,"SELL","B cells naive - 1"
"182",2.0606333247946e-49,0.438707694619035,0.318,0.151,2.88838973136459e-45,0,"DRAM2","B cells naive - 1"
"183",3.1047270418308e-49,0.460318176260454,0.273,0.121,4.35189589453423e-45,0,"SYPL1","B cells naive - 1"
"184",2.14721059159083e-42,0.435230691646604,0.551,0.378,3.00974508623287e-38,0,"EVI2B","B cells naive - 1"
"185",4.16420784808789e-42,0.439004880577633,0.32,0.167,5.8369701406648e-38,0,"BLOC1S2","B cells naive - 1"
"186",1.18365440677355e-35,0.310469221840225,0.812,0.727,1.65912838197448e-31,0,"LIMD2","B cells naive - 1"
"187",1.88503582220013e-35,0.37818584204714,0.261,0.13,2.64225471197792e-31,0,"MBD4","B cells naive - 1"
"188",1.26099699937517e-34,0.361628980168686,0.261,0.131,1.76753949402418e-30,0,"EBLN3","B cells naive - 1"
"189",1.20814524678169e-33,0.418787640327137,0.376,0.228,1.69345719241389e-29,0,"GABPB1-AS1","B cells naive - 1"
"190",6.32265788354716e-32,0.387515930163224,0.312,0.178,8.86246955536805e-28,0,"SYNGR2","B cells naive - 1"
"191",7.02185693855288e-32,0.390116724647258,0.27,0.143,9.84253687076958e-28,0,"PPM1K","B cells naive - 1"
"192",1.11889625095752e-30,0.37631799498648,0.328,0.193,1.56835687496715e-26,0,"RPL22L1","B cells naive - 1"
"193",2.46754180699372e-28,0.363782252602204,0.423,0.285,3.4587533508631e-24,0,"PRKCB","B cells naive - 1"
"194",1.63133692199636e-27,0.338874048865055,0.283,0.16,2.2866449635623e-23,0,"SP110","B cells naive - 1"
"195",3.01127566280993e-25,0.335679676084668,0.276,0.161,4.22090509656068e-21,0,"EIF1AY","B cells naive - 1"
"196",7.67827094107694e-25,0.380676969864814,0.391,0.268,1.07626323781075e-20,0,"SNHG7","B cells naive - 1"
"197",9.27106864068614e-25,0.311199464636054,0.363,0.233,1.29952569136498e-20,0,"NPC2","B cells naive - 1"
"198",5.38089625330924e-23,0.339145370152603,0.28,0.169,7.54240227826356e-19,0,"RNASEH2B","B cells naive - 1"
"199",7.46503258573124e-23,0.307798527086,0.592,0.479,1.04637361754195e-18,0,"ISG20","B cells naive - 1"
"200",7.22372199654861e-21,0.359490573174327,0.502,0.39,1.01254911225622e-16,0,"DUSP1","B cells naive - 1"
"201",2.17746029695284e-19,0.303173468200841,0.368,0.26,3.05214609823879e-15,0,"ZFP36L1","B cells naive - 1"
"202",1.86794969812514e-17,0.303179420484828,0.349,0.246,2.61830509186201e-13,0,"IFI16","B cells naive - 1"
"203",0,3.55902951319593,0.94,0.179,0,5,"IGLC2","B cells naive - 2"
"204",0,3.10016017613403,0.735,0.075,0,5,"IGLC3","B cells naive - 2"
"205",0,1.49214661536184,0.999,0.5,0,5,"HLA-DRA","B cells naive - 2"
"206",0,1.4722210584404,1,0.896,0,5,"CD74","B cells naive - 2"
"207",0,1.42189086159591,0.845,0.266,0,5,"IGHM","B cells naive - 2"
"208",0,1.34104322204052,0.898,0.277,0,5,"CD79B","B cells naive - 2"
"209",0,1.33598640539046,0.902,0.223,0,5,"MS4A1","B cells naive - 2"
"210",0,1.31315015174966,0.905,0.243,0,5,"CD79A","B cells naive - 2"
"211",0,1.29315856534551,0.74,0.162,0,5,"IGHD","B cells naive - 2"
"212",0,1.29107890303965,0.885,0.288,0,5,"HLA-DQB1","B cells naive - 2"
"213",1.72341093341862e-303,1.16295465454975,0.647,0.127,2.41570510537288e-299,5,"MEF2C","B cells naive - 2"
"214",3.13071627174015e-296,1.13792041802925,0.676,0.144,4.38832499809816e-292,5,"LINC00926","B cells naive - 2"
"215",1.57239374402781e-285,1.17601577115417,0.981,0.568,2.20402431100378e-281,5,"HLA-DPB1","B cells naive - 2"
"216",7.15321911819965e-275,1.36591405515132,0.699,0.178,1.00266672379804e-270,5,"TCL1A","B cells naive - 2"
"217",8.3672168748394e-275,1.17632151653174,0.954,0.463,1.17283278934624e-270,5,"HLA-DRB1","B cells naive - 2"
"218",2.24993738116969e-273,1.17294296851377,0.95,0.469,3.15373722718555e-269,5,"HLA-DPA1","B cells naive - 2"
"219",1.15394365540775e-254,1.05989909752773,0.719,0.191,1.61748282178504e-250,5,"HLA-DQA1","B cells naive - 2"
"220",7.42347812864059e-242,1.04493708854406,0.546,0.11,1.04054892929155e-237,5,"VPREB3","B cells naive - 2"
"221",1.23762413659988e-223,0.915742464718534,0.981,0.768,1.73477775227205e-219,5,"CD37","B cells naive - 2"
"222",1.89210449848643e-207,0.971243835426004,0.496,0.104,2.65216287552843e-203,5,"FCER2","B cells naive - 2"
"223",3.41270658763374e-206,0.893138676685522,0.503,0.106,4.78359082388622e-202,5,"BANK1","B cells naive - 2"
"224",1.36643892098629e-199,0.972871283069671,0.687,0.218,1.91533743554649e-195,5,"HLA-DMA","B cells naive - 2"
"225",1.21596058011018e-198,0.912161606230465,0.553,0.135,1.70441194514045e-194,5,"HLA-DMB","B cells naive - 2"
"226",6.25239180888051e-196,0.906584876902543,0.5,0.112,8.76397759850781e-192,5,"TNFRSF13C","B cells naive - 2"
"227",2.26279414498382e-187,0.826766237256259,0.432,0.085,3.17175855302381e-183,5,"MARCH1","B cells naive - 2"
"228",2.89161575997157e-162,0.841872437837139,0.443,0.103,4.05317781075215e-158,5,"CD22","B cells naive - 2"
"229",4.96992168995774e-156,0.830488445953908,0.44,0.105,6.96633923281377e-152,5,"HVCN1","B cells naive - 2"
"230",1.88264164348815e-152,0.725175569967799,0.33,0.059,2.63889879167734e-148,5,"FCRLA","B cells naive - 2"
"231",2.91018760127331e-151,0.781746903779874,0.418,0.097,4.0792099607048e-147,5,"IRF8","B cells naive - 2"
"232",1.80324987305352e-150,0.735148832376034,0.347,0.067,2.52761534705912e-146,5,"CD19","B cells naive - 2"
"233",2.12448002147e-149,0.773904250507234,0.401,0.091,2.97788364609449e-145,5,"LY86","B cells naive - 2"
"234",4.40004568521683e-142,0.710427335220583,0.342,0.068,6.16754403696842e-138,5,"ADAM28","B cells naive - 2"
"235",2.59149802654585e-139,0.724572996501839,0.334,0.067,3.63250278380932e-135,5,"HLA-DOB","B cells naive - 2"
"236",3.7756413338887e-134,0.827652645822041,0.436,0.118,5.2923164577118e-130,5,"PLPP5","B cells naive - 2"
"237",1.51828647362989e-131,0.686193323520658,0.32,0.064,2.12818215008702e-127,5,"FAM129C","B cells naive - 2"
"238",9.32320109998021e-129,0.691358085128088,0.326,0.068,1.30683309818423e-124,5,"GNG7","B cells naive - 2"
"239",1.18861820673243e-128,0.737657045887387,0.338,0.074,1.66608614037685e-124,5,"EAF2","B cells naive - 2"
"240",4.05247192099543e-125,0.635758847891599,0.3,0.058,5.68034989165929e-121,5,"ARHGAP24","B cells naive - 2"
"241",5.08911623446327e-125,0.667913961841412,0.286,0.054,7.13341422584717e-121,5,"TSPAN13","B cells naive - 2"
"242",5.0920537820848e-122,0.624509791209619,0.272,0.049,7.13753178634827e-118,5,"RP11-693J15.5","B cells naive - 2"
"243",3.31897165188964e-121,0.656333758643032,0.292,0.058,4.6522025644537e-117,5,"CD40","B cells naive - 2"
"244",1.84838976033523e-119,0.590567722483908,0.267,0.049,2.59088792706189e-115,5,"BLNK","B cells naive - 2"
"245",5.96846630799081e-117,0.633650277989234,0.3,0.063,8.36599922391071e-113,5,"BCL11A","B cells naive - 2"
"246",3.45600466947058e-109,0.594650459259979,0.286,0.061,4.84428174519691e-105,5,"HHEX","B cells naive - 2"
"247",6.38402975521922e-108,0.58988316730663,0.294,0.064,8.94849450789078e-104,5,"RALGPS2","B cells naive - 2"
