"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","ClusterName"
"504",8.86176999909288e-46,0.767970890040148,0.672,0.23,1.24215430077285e-41,14,"ARRB2","Monocytes"
"505",1.25812007457647e-45,1.0145171861052,0.786,0.365,1.76350690853384e-41,14,"GSTP1","Monocytes"
"506",3.26972403572316e-45,0.691141922214086,0.547,0.155,4.58317218087316e-41,14,"CASP1","Monocytes"
"507",3.31437351628452e-45,0.534603685112792,0.391,0.085,4.64575735777601e-41,14,"BEST1","Monocytes"
"508",1.54370874215012e-44,0.649674228673482,0.339,0.068,2.16381654387183e-40,14,"FAM45A","Monocytes"
"509",1.57307050258326e-44,0.443081343444999,0.286,0.049,2.20497292347095e-40,14,"TNFRSF1A","Monocytes"
"510",4.50858400767401e-44,0.664581561696668,0.453,0.116,6.31968220355666e-40,14,"VMP1","Monocytes"
"511",5.49794139547443e-44,0.664980580744762,0.958,0.833,7.70646445403651e-40,14,"MYL6","Monocytes"
"512",6.59384115942837e-44,0.862243935937952,0.656,0.242,9.24258715317075e-40,14,"C1orf162","Monocytes"
"513",1.32416498913986e-42,0.626832948369493,0.479,0.125,1.85608206527734e-38,14,"PPT1","Monocytes"
"514",2.09885551120181e-42,0.595959025815295,0.417,0.101,2.94196577005157e-38,14,"CHP1","Monocytes"
"515",2.63156460683883e-42,0.807174179039879,0.521,0.158,3.68866410940598e-38,14,"TALDO1","Monocytes"
"516",3.26843274800959e-42,1.00912177121352,0.917,0.493,4.58136218288505e-38,14,"HLA-DRB1","Monocytes"
"517",4.31691426982412e-42,0.575266765295369,0.333,0.07,6.05101873201246e-38,14,"UBE2D1","Monocytes"
"518",5.32165109638567e-42,0.416506315059589,0.26,0.044,7.4593583418038e-38,14,"EHBP1L1","Monocytes"
"519",1.27759400948814e-41,0.666068167569474,0.37,0.083,1.79080352309953e-37,14,"NUMB","Monocytes"
"520",3.41913283230964e-41,0.718000409810592,0.635,0.22,4.79259849104843e-37,14,"CNPY3","Monocytes"
"521",4.33657273268299e-41,0.712149677198491,0.458,0.124,6.07857399940174e-37,14,"NFKBIZ","Monocytes"
"522",4.91711864323535e-41,0.77417379285733,0.359,0.083,6.89232520222299e-37,14,"JAML","Monocytes"
"523",5.51673045299424e-41,0.431456509660263,0.271,0.048,7.73280107596203e-37,14,"MBD2","Monocytes"
"524",1.4084045096872e-40,0.725144839402876,0.521,0.154,1.97416060122855e-36,14,"SAMHD1","Monocytes"
"525",1.88567622320127e-40,0.547372093129705,0.958,0.922,2.64315236206122e-36,14,"SERF2","Monocytes"
"526",2.29218565076815e-40,0.553754182065489,0.38,0.09,3.21295662668172e-36,14,"ATG3","Monocytes"
"527",7.75813504793589e-40,0.645511771611315,0.391,0.096,1.08745778966917e-35,14,"MIDN","Monocytes"
"528",1.17222873113194e-39,0.719653608162467,0.63,0.22,1.64311301242765e-35,14,"PGLS","Monocytes"
"529",4.0005289409927e-39,0.589080708799013,0.427,0.109,5.60754141658947e-35,14,"YWHAE","Monocytes"
"530",5.18667933755006e-39,0.548049343200331,0.573,0.176,7.27016842744392e-35,14,"ZEB2","Monocytes"
"531",1.63571261580222e-38,0.673938646592735,0.37,0.089,2.29277837356998e-34,14,"TCIRG1","Monocytes"
"532",1.8996875553041e-38,0.612844166538754,0.37,0.09,2.66279204626976e-34,14,"TMEM167A","Monocytes"
"533",2.25392020389595e-38,0.712972233078774,0.875,0.654,3.15931994980096e-34,14,"ARPC1B","Monocytes"
"534",2.3540569633978e-38,0.817047143219612,0.938,0.532,3.2996816455947e-34,14,"HLA-DRA","Monocytes"
"535",3.22608027058891e-38,0.661974475603315,0.474,0.136,4.52199671528447e-34,14,"CLTA","Monocytes"
"536",3.77240131411996e-38,0.784443879343654,0.667,0.266,5.28777492200195e-34,14,"GNG5","Monocytes"
"537",9.16114066495126e-38,0.812470112443884,0.901,0.637,1.28411708700622e-33,14,"VIM","Monocytes"
"538",1.91191489461845e-37,0.573898071061402,0.953,0.91,2.67993110778668e-33,14,"SH3BGRL3","Monocytes"
"539",2.72748471733062e-37,0.655046767438228,0.51,0.158,3.82311532828233e-33,14,"LTA4H","Monocytes"
"540",4.35921790201371e-37,0.468385536017366,0.297,0.061,6.11031573325262e-33,14,"HOTAIRM1","Monocytes"
"541",1.36970251412844e-36,0.402915280607512,0.995,0.998,1.91991201405384e-32,14,"TMSB10","Monocytes"
"542",1.45297024710456e-36,0.845004155314093,0.698,0.313,2.03662839536646e-32,14,"CSTB","Monocytes"
"543",1.59748702654818e-36,0.703787812958671,0.547,0.179,2.23919756511258e-32,14,"GLRX","Monocytes"
"544",3.23593167756229e-36,0.436225775696062,0.339,0.076,4.53580543243906e-32,14,"PLEKHO1","Monocytes"
"545",3.78441795764548e-36,0.57227085100521,0.339,0.079,5.30461865123167e-32,14,"RTN3","Monocytes"
"546",4.33092512185007e-36,0.456339118594906,0.302,0.064,6.07065774329724e-32,14,"IFNGR1","Monocytes"
"547",1.39859729823966e-35,0.654909097764611,0.63,0.239,1.96041383294254e-31,14,"GNAI2","Monocytes"
"548",1.79704472041344e-35,0.452676378104125,0.307,0.067,2.51891758460353e-31,14,"PRDX3","Monocytes"
"549",3.23275648983076e-35,0.709899954355042,0.557,0.194,4.53135477179577e-31,14,"H2AFY","Monocytes"
"550",3.62565908232924e-35,0.461035616787669,0.339,0.079,5.0820863357009e-31,14,"UNC119","Monocytes"
"551",5.4048566791525e-35,0.580452840704816,0.448,0.132,7.57598760716806e-31,14,"ZYX","Monocytes"
"552",5.35804981180064e-34,0.584179139688811,0.401,0.11,7.51037842120096e-30,14,"LY86","Monocytes"
"553",5.6484580536565e-34,0.592675298650311,0.495,0.155,7.91744365381032e-30,14,"GSTO1","Monocytes"
"554",1.20481234423285e-33,0.512330330839119,0.38,0.101,1.68878546291118e-29,14,"NAAA","Monocytes"
"555",2.60009145174217e-33,0.749722220942857,0.745,0.38,3.644548187907e-29,14,"PRELID1","Monocytes"
"556",2.62646415339963e-33,0.513321298024008,0.281,0.061,3.68151480382027e-29,14,"CECR1","Monocytes"
"557",6.85512237098578e-33,0.7668436813493,0.667,0.287,9.60882502741076e-29,14,"PGK1","Monocytes"
"558",2.59247406954569e-32,0.654008032643895,0.891,0.648,3.6338709032822e-28,14,"ARPC3","Monocytes"
"559",6.06727262952772e-32,0.606797131013709,0.469,0.149,8.50449604480901e-28,14,"GLIPR2","Monocytes"
"560",6.5770776883699e-32,0.586883353997609,0.495,0.158,9.21908979578809e-28,14,"CAPNS1","Monocytes"
"561",2.98480798553447e-31,0.529719677379905,0.406,0.117,4.18380535332366e-27,14,"ABI3","Monocytes"
"562",4.82959429235841e-31,0.602813228055531,0.312,0.08,6.76964231959878e-27,14,"CAPG","Monocytes"
"563",1.0124115819268e-30,0.621811395945929,0.5,0.171,1.4190973143868e-26,14,"MOB1A","Monocytes"
"564",7.58864336025972e-30,0.392921474139869,0.286,0.066,1.06370013980761e-25,14,"MYD88","Monocytes"
"565",1.23165786276662e-29,0.692671051057194,0.865,0.554,1.72641482623998e-25,14,"TCEB2","Monocytes"
"566",2.28359729659503e-29,0.698266645788673,0.812,0.471,3.20091833063725e-25,14,"RHOA","Monocytes"
"567",3.45846262965542e-29,0.736516120810288,0.849,0.541,4.84772706798801e-25,14,"C14orf2","Monocytes"
"568",4.64663728701258e-29,0.483448858540631,0.255,0.057,6.51319148520553e-25,14,"STAT2","Monocytes"
"569",5.28757725343302e-29,0.396140347392427,0.271,0.062,7.41159703613707e-25,14,"AP2A1","Monocytes"
"570",1.43854981309855e-28,1.41526913395964,0.417,0.157,2.01641527302024e-24,14,"FCGR3A","Monocytes"
"571",1.55421969395699e-28,0.460045971219554,0.375,0.108,2.17854974501951e-24,14,"TPP1","Monocytes"
"572",1.81242573002051e-28,0.510752430957583,0.484,0.167,2.54047714576974e-24,14,"CAPZA2","Monocytes"
"573",2.19635201630376e-28,0.675713513110864,0.828,0.586,3.07862662125298e-24,14,"ALDOA","Monocytes"
"574",2.93551691354684e-28,0.315677143486913,0.266,0.06,4.11471405771861e-24,14,"IMPDH1","Monocytes"
"575",3.82055944012801e-28,1.11527564967389,0.448,0.165,5.35527816722743e-24,14,"IFI6","Monocytes"
"576",5.00801902744144e-28,0.471138234613903,0.266,0.062,7.01974027076466e-24,14,"PTPRE","Monocytes"
"577",6.15336088899149e-28,0.434571789265758,0.276,0.066,8.62516595809937e-24,14,"NAPRT","Monocytes"
"578",6.47057753863852e-28,0.682809277631632,0.531,0.209,9.06980853590961e-24,14,"VASP","Monocytes"
"579",7.3998183433547e-28,0.72501271911787,0.833,0.538,1.03723253718803e-23,14,"S100A10","Monocytes"
"580",7.84850758581508e-28,0.649864444238757,0.719,0.332,1.1001253083037e-23,14,"BLOC1S1","Monocytes"
"581",2.63229022017455e-27,0.329358628834973,0.312,0.08,3.68968120161866e-23,14,"VMA21","Monocytes"
"582",3.75370016040561e-27,0.699009838531984,0.807,0.46,5.26156151484054e-23,14,"LAMTOR4","Monocytes"
"583",4.79621406097141e-27,0.544836965135481,0.354,0.103,6.72285324926363e-23,14,"OAZ2","Monocytes"
"584",1.09891245032373e-26,0.627927803637244,0.552,0.224,1.54034558161878e-22,14,"PTPN6","Monocytes"
"585",2.02166785760439e-26,0.397054927431561,0.323,0.088,2.83377183600407e-22,14,"RAB10","Monocytes"
"586",2.46004106859114e-26,0.675361100302071,0.755,0.423,3.4482395658442e-22,14,"TPI1","Monocytes"
"587",3.4601018329967e-26,0.563956324520724,0.479,0.173,4.85002473931148e-22,14,"GLIPR1","Monocytes"
"588",6.13549675223788e-26,0.50908278867637,0.448,0.153,8.60012579761183e-22,14,"CMTM6","Monocytes"
"589",1.27074005693987e-25,0.455381610550815,0.359,0.107,1.78119633781262e-21,14,"YBX3","Monocytes"
"590",2.48979676211719e-25,0.512171185301347,0.38,0.121,3.48994812145966e-21,14,"YWHAH","Monocytes"
"591",3.08159795162572e-25,0.356986753338887,0.333,0.096,4.31947584879377e-21,14,"NCOA4","Monocytes"
"592",3.6246605875494e-25,0.574901285349264,0.661,0.3,5.08068674556799e-21,14,"RBX1","Monocytes"
"593",6.5232327345608e-25,0.439657631259632,0.344,0.102,9.14361532403388e-21,14,"RILPL2","Monocytes"
"594",7.54653232337058e-25,0.515131455042443,0.37,0.116,1.05779743576685e-20,14,"ATP1B3","Monocytes"
"595",1.41835397741512e-24,0.589300825439856,0.495,0.193,1.98810677014277e-20,14,"SERPINB1","Monocytes"
"596",2.78588481389189e-24,0.525184733992038,0.333,0.1,3.90497474363227e-20,14,"ATP6V0D1","Monocytes"
"597",6.55470357352528e-24,0.618256648860142,0.87,0.606,9.18772799901039e-20,14,"EMP3","Monocytes"
"598",7.26699551196545e-24,0.587205353885329,0.734,0.392,1.0186147609122e-19,14,"EVI2B","Monocytes"
"599",8.82201325626525e-24,0.40223272536531,0.266,0.069,1.2365815981307e-19,14,"SKAP2","Monocytes"
"600",1.33390819314547e-23,0.493478047001755,0.51,0.199,1.869739114332e-19,14,"RTN4","Monocytes"
"601",1.57137359676445e-23,0.667994654195236,0.495,0.204,2.20259437058472e-19,14,"NFKBIA","Monocytes"
"602",1.8637119322498e-23,0.567609999304653,0.625,0.305,2.61236501543455e-19,14,"GDI2","Monocytes"
"603",3.12153145927146e-23,0.333917141796668,0.286,0.078,4.3754506464608e-19,14,"ZNF106","Monocytes"
"604",3.94915752519951e-23,0.407458084178626,0.307,0.089,5.53553410307215e-19,14,"LINC00936","Monocytes"
"605",4.09228214829943e-23,0.748496578668914,0.625,0.319,5.73615188727131e-19,14,"TUBA1B","Monocytes"
"606",4.23149485585217e-23,0.479417520907601,0.469,0.173,5.93128633944799e-19,14,"VPS29","Monocytes"
"607",4.25368555022974e-23,0.601851664244352,0.552,0.256,5.96239103575703e-19,14,"NOP10","Monocytes"
"608",4.92187088448225e-23,0.570233796121934,0.51,0.208,6.89898641877877e-19,14,"RNH1","Monocytes"
"609",5.0630694232979e-23,0.376693063797588,0.307,0.089,7.09690441063667e-19,14,"C20orf27","Monocytes"
"610",5.39993967061294e-23,0.459489112273546,0.406,0.138,7.56909543629816e-19,14,"RNF149","Monocytes"
"611",6.86413210822651e-23,0.521170904036044,0.474,0.18,9.6214539761011e-19,14,"SUPT4H1","Monocytes"
"612",8.31788058026891e-23,0.392131903192329,0.979,0.95,1.16591732093629e-18,14,"PFDN5","Monocytes"
"613",1.0908916833917e-22,0.614021545959024,0.74,0.4,1.52910287261014e-18,14,"COX8A","Monocytes"
"614",1.24238104696491e-22,0.653207440739773,0.677,0.358,1.74144551353071e-18,14,"NDUFB1","Monocytes"
"615",1.37385748539689e-22,0.447636867938803,0.453,0.165,1.92573603728082e-18,14,"POU2F2","Monocytes"
"616",2.2390220511822e-22,0.40791547851798,0.349,0.11,3.13843720914209e-18,14,"TIMM8B","Monocytes"
"617",3.7293229563591e-22,0.357951572656767,0.307,0.09,5.22739198792856e-18,14,"RNASEK","Monocytes"
"618",6.72926291954467e-22,0.497653739106018,0.297,0.088,9.43240783432576e-18,14,"CAT","Monocytes"
"619",1.31112620097687e-21,0.525595006242921,0.839,0.615,1.83780559590927e-17,14,"GMFG","Monocytes"
"620",1.51348994190267e-21,0.497063072026863,0.292,0.086,2.12145885156498e-17,14,"FBXL5","Monocytes"
"621",1.58104944790387e-21,0.377832354519408,0.344,0.108,2.21615701112686e-17,14,"MARCH1","Monocytes"
"622",3.8489491287444e-21,0.524431478501174,0.458,0.18,5.39507199376103e-17,14,"POLE4","Monocytes"
"623",5.82704128335184e-21,0.788527995648403,0.505,0.232,8.16776376687427e-17,14,"VAMP5","Monocytes"
"624",9.87191788041331e-21,0.37781987999821,0.318,0.1,1.38374672929753e-16,14,"KLF10","Monocytes"
"625",1.02658278232542e-20,0.524285606990054,0.573,0.254,1.43896108598555e-16,14,"SEC11A","Monocytes"
"626",1.06523978053588e-20,0.491057696389313,0.453,0.177,1.49314660037714e-16,14,"RNF181","Monocytes"
"627",1.58322452114947e-20,0.521050489152174,0.552,0.242,2.21920581129521e-16,14,"HSD17B11","Monocytes"
"628",1.76548770172356e-20,0.554192986093916,0.672,0.338,2.47468411150592e-16,14,"ZFP36","Monocytes"
"629",3.12705809506178e-20,0.539732299988153,0.484,0.206,4.3831973318481e-16,14,"TUBA1A","Monocytes"
"630",3.4186339983947e-20,0.379922991529042,0.307,0.096,4.79189927554985e-16,14,"TRMT1","Monocytes"
"631",3.88970278711663e-20,0.500428413959097,0.469,0.192,5.45219639670139e-16,14,"WSB1","Monocytes"
"632",1.13649202298326e-19,0.460858886421349,0.469,0.188,1.59302086861563e-15,14,"ENY2","Monocytes"
"633",1.18820459317929e-19,0.530275544784941,0.802,0.503,1.66550637825941e-15,14,"COX5B","Monocytes"
"634",1.21562602891332e-19,0.513101725467097,0.37,0.135,1.7039430047278e-15,14,"FOSB","Monocytes"
"635",1.30251495557499e-19,0.468557773858653,0.495,0.2,1.82573521322946e-15,14,"PSMA4","Monocytes"
"636",1.53621516170214e-19,0.4368684318647,0.427,0.16,2.15331279215789e-15,14,"LSM6","Monocytes"
"637",1.56543895654172e-19,0.445840894626433,0.438,0.17,2.19427578538453e-15,14,"LAMTOR2","Monocytes"
"638",1.74933255226519e-19,0.470315899192542,0.76,0.442,2.45203943851012e-15,14,"SNX3","Monocytes"
"639",2.80257788957912e-19,0.404524531968683,0.417,0.158,3.92837342782306e-15,14,"CHMP4B","Monocytes"
"640",3.05972480361409e-19,0.360584754123265,0.964,0.905,4.28881625722588e-15,14,"CFL1","Monocytes"
"641",3.48021857318997e-19,0.804136586234937,0.505,0.241,4.87822237404038e-15,14,"NCF1","Monocytes"
"642",3.7790009464609e-19,0.453168362075601,0.573,0.259,5.29702562665425e-15,14,"PSMB3","Monocytes"
"643",4.20308697614382e-19,0.539605355917018,0.401,0.154,5.89146701446079e-15,14,"EVI2A","Monocytes"
"644",4.62942164362558e-19,0.310255247753567,0.974,0.951,6.48906031786997e-15,14,"PFN1","Monocytes"
"645",5.10913046088911e-19,0.495767070703795,0.568,0.261,7.16146816702827e-15,14,"PGAM1","Monocytes"
"646",8.57015805521219e-19,0.447805312577152,0.583,0.266,1.20127905459909e-14,14,"CAPZA1","Monocytes"
"647",9.26437571560476e-19,0.474111366476235,0.583,0.274,1.29858754405632e-14,14,"ATP6V1F","Monocytes"
"648",9.50982737483954e-19,0.447345710739438,0.438,0.172,1.33299250313126e-14,14,"MTPN","Monocytes"
"649",1.00583982289355e-18,0.474827664141864,0.557,0.267,1.40988567974989e-14,14,"TMBIM4","Monocytes"
"650",1.30884877004206e-18,0.32846814797449,0.297,0.094,1.83461332096796e-14,14,"MYO9B","Monocytes"
"651",1.59456678129317e-18,0.500341717376176,0.818,0.586,2.23510425733863e-14,14,"COX6B1","Monocytes"
"652",1.68891603715277e-18,0.549220924804247,0.719,0.446,2.36735360927704e-14,14,"GPX4","Monocytes"
"653",1.9151930612773e-18,0.539488704711223,0.656,0.345,2.68452611399239e-14,14,"SH3BGRL","Monocytes"
"654",1.9849738858771e-18,0.517310262897982,0.682,0.361,2.78233789583393e-14,14,"LCP1","Monocytes"
"655",2.04021817023502e-18,0.428717821584788,0.406,0.154,2.85977380921843e-14,14,"LAPTM4A","Monocytes"
"656",3.50035257390799e-18,0.441112513558922,0.51,0.214,4.90644420284683e-14,14,"ROMO1","Monocytes"
"657",3.70129662128383e-18,0.711000620668211,0.385,0.16,5.18810747405355e-14,14,"RHOC","Monocytes"
"658",5.15650567513075e-18,0.321965470878245,0.292,0.094,7.22787400483077e-14,14,"EIF4E2","Monocytes"
"659",5.68805124365331e-18,0.520908156108112,0.604,0.314,7.97294142822885e-14,14,"MSN","Monocytes"
"660",7.69830666228184e-18,0.558401427225634,0.583,0.287,1.07907164485205e-13,14,"BST2","Monocytes"
"661",1.34451789973383e-17,0.40717412931233,0.443,0.176,1.8846107400569e-13,14,"IQGAP1","Monocytes"
"662",1.98425318171827e-17,0.491827149727846,0.891,0.705,2.78132768481451e-13,14,"ITM2B","Monocytes"
"663",2.28800801761124e-17,0.328508588169532,0.255,0.078,3.20710083828568e-13,14,"IL10RB","Monocytes"
"664",2.3707289238732e-17,0.577265504529766,0.714,0.438,3.32305073259307e-13,14,"POLR2L","Monocytes"
"665",2.41161282083652e-17,0.37654572931554,0.292,0.097,3.38035769096654e-13,14,"HACD4","Monocytes"
"666",2.92158427154072e-17,0.442473891036291,0.875,0.751,4.09518467341863e-13,14,"ATP5G2","Monocytes"
"667",6.05868739225339e-17,0.468598699269698,0.688,0.378,8.49246211772158e-13,14,"UQCRQ","Monocytes"
"668",9.33172383604389e-17,0.546066482662801,0.635,0.346,1.30802773009827e-12,14,"LRRFIP1","Monocytes"
"669",1.71261980336226e-16,0.549983688324122,0.688,0.422,2.40057917837289e-12,14,"PSME2","Monocytes"
"670",1.8693996845306e-16,0.414953703767244,0.432,0.179,2.62033753780654e-12,14,"NDUFB5","Monocytes"
"671",1.99172780823475e-16,0.441962675977356,0.385,0.148,2.79180486880265e-12,14,"SPG21","Monocytes"
"672",2.15161765238543e-16,0.61862809741658,0.812,0.637,3.01592246334865e-12,14,"IFITM2","Monocytes"
"673",2.42408460447886e-16,0.490137122336807,0.672,0.396,3.39783939009802e-12,14,"ATP5J2","Monocytes"
"674",3.02172814193754e-16,0.52920443811554,0.542,0.264,4.23555633655385e-12,14,"DYNLL1","Monocytes"
"675",3.30052311977344e-16,0.547487773347002,0.667,0.397,4.62634325698643e-12,14,"RNASET2","Monocytes"
"676",5.83474112643465e-16,0.462808377021562,0.609,0.315,8.17855663692345e-12,14,"POMP","Monocytes"
"677",6.16212365220855e-16,0.713389977770011,0.74,0.503,8.63744872330072e-12,14,"HLA-DPA1","Monocytes"
"678",6.24642567335575e-16,0.567140992462725,0.641,0.366,8.75561486634275e-12,14,"SLC25A5","Monocytes"
"679",6.66627416113571e-16,0.967335513954116,0.458,0.23,9.34411649166393e-12,14,"ISG15","Monocytes"
"680",1.11789213143272e-15,0.365289300029487,0.323,0.119,1.56694940062925e-11,14,"MGAT1","Monocytes"
"681",1.26314549082264e-15,0.328085090536612,0.339,0.127,1.7705510344861e-11,14,"PTPN18","Monocytes"
"682",1.33189236400848e-15,0.410247442001492,0.464,0.203,1.86691352663069e-11,14,"ATP6AP2","Monocytes"
"683",1.72697104863256e-15,0.316354131485376,0.469,0.201,2.42069531886827e-11,14,"C7orf73","Monocytes"
"684",2.23617149659128e-15,0.437561405670163,0.484,0.219,3.134441586772e-11,14,"ADGRE5","Monocytes"
"685",2.91614855757572e-15,0.446936389896732,0.479,0.222,4.08756543315388e-11,14,"RGS19","Monocytes"
"686",4.58009116441076e-15,0.398541152929861,0.464,0.208,6.41991378515456e-11,14,"NDUFS6","Monocytes"
"687",5.20796129529704e-15,0.346101850886942,0.339,0.127,7.29999934761787e-11,14,"LYPLA1","Monocytes"
"688",5.79011604369148e-15,0.421208103217042,0.427,0.19,8.11600565844235e-11,14,"SYNGR2","Monocytes"
"689",7.03758312598394e-15,0.449189482867792,0.609,0.337,9.86458026769169e-11,14,"H2AFZ","Monocytes"
"690",9.33538503504814e-15,0.370562282615684,0.781,0.522,1.3085409203627e-10,14,"ITGB2","Monocytes"
"691",9.74360385264926e-15,0.428913554140916,0.646,0.332,1.36576095202585e-10,14,"WDR83OS","Monocytes"
"692",1.36785106790197e-14,0.425904249945591,0.568,0.28,1.91731684187819e-10,14,"ACTR2","Monocytes"
"693",2.18890345171774e-14,0.444189636441109,0.76,0.467,3.06818596827276e-10,14,"PCBP1","Monocytes"
"694",3.02021970646625e-14,0.473473240284336,0.51,0.25,4.23344196255374e-10,14,"HLA-DMA","Monocytes"
"695",3.54303632973818e-14,0.357864952213047,0.51,0.239,4.966274023394e-10,14,"TMEM219","Monocytes"
"696",4.48001864561104e-14,0.460468830675427,0.833,0.603,6.27964213555299e-10,14,"CDC42","Monocytes"
"697",1.22035549224856e-13,0.514915744762968,0.698,0.427,1.71057229348481e-09,14,"DAZAP2","Monocytes"
"698",1.23352639994517e-13,0.661737215100746,0.609,0.377,1.72903395480314e-09,14,"MT2A","Monocytes"
"699",1.23693587433929e-13,0.400254456366348,0.495,0.25,1.73381301506138e-09,14,"GNB2","Monocytes"
"700",1.32289055663708e-13,0.312094976904503,0.286,0.107,1.8542956932382e-09,14,"PARVG","Monocytes"
"701",1.39791233018233e-13,0.338332720625957,0.427,0.19,1.95945371321657e-09,14,"REEP5","Monocytes"
"702",1.42850588492385e-13,0.447799567062754,0.656,0.362,2.00233669889777e-09,14,"PET100","Monocytes"
"703",2.09488200567651e-13,0.304999752842905,0.448,0.204,2.93639610735676e-09,14,"CTSC","Monocytes"
"704",2.4292111340004e-13,0.338528451393728,0.318,0.125,3.40502524652836e-09,14,"STX10","Monocytes"
"705",2.63269924869205e-13,0.335144316312768,0.432,0.201,3.69025453689164e-09,14,"C20orf24","Monocytes"
"706",2.80279587961284e-13,0.431904225142254,0.635,0.366,3.92867898445332e-09,14,"ARPC4","Monocytes"
"707",2.92738042976709e-13,0.345852126765749,0.401,0.175,4.10330914840452e-09,14,"CHMP2A","Monocytes"
"708",3.25880133233474e-13,0.364544064586099,0.594,0.316,4.56786182753361e-09,14,"PSMB10","Monocytes"
"709",3.27506440236867e-13,0.369621927036073,0.646,0.372,4.59065777280017e-09,14,"MYO1F","Monocytes"
"710",6.80596551159958e-13,0.36413650800732,0.49,0.238,9.53992185760913e-09,14,"DBNL","Monocytes"
"711",7.24520722742223e-13,0.4288569612874,0.667,0.403,1.01556069706777e-08,14,"UQCR10","Monocytes"
"712",7.35281662279650e-13,0.332485959598912,0.339,0.139,1.03064430601739e-08,14,"FIBP","Monocytes"
"713",7.79560484044486e-13,0.442637053800259,0.474,0.234,1.09270993048516e-08,14,"MCL1","Monocytes"
"714",7.94320289398263e-13,0.406443113461066,0.526,0.261,1.11339874964955e-08,14,"COX5A","Monocytes"
"715",1.20800262527228e-12,0.303500026171776,0.307,0.123,1.69325727984415e-08,14,"UQCRC1","Monocytes"
"716",1.54108853014359e-12,0.393242397932219,0.547,0.293,2.16014379270227e-08,14,"PKM","Monocytes"
"717",1.62745709294077e-12,0.387689647233592,0.714,0.44,2.28120660717507e-08,14,"CD44","Monocytes"
"718",1.69859153791429e-12,0.308527899247085,0.891,0.868,2.38091575869446e-08,14,"SLC25A6","Monocytes"
"719",1.71870886296386e-12,0.328436846734133,0.516,0.252,2.40911421321644e-08,14,"AURKAIP1","Monocytes"
"720",1.73824818241623e-12,0.356164300030127,0.255,0.096,2.43650247729283e-08,14,"BNIP3L","Monocytes"
"721",2.81461009853516e-12,0.430981181803937,0.745,0.502,3.94523897511673e-08,14,"SERP1","Monocytes"
"722",2.95121818546313e-12,0.352267690297207,0.385,0.172,4.13672253056368e-08,14,"SLIRP","Monocytes"
"723",3.77980791966335e-12,0.343249085143403,0.839,0.743,5.29815676099212e-08,14,"ARPC2","Monocytes"
"724",3.92093667662584e-12,0.308547343605963,0.932,0.837,5.49597693962644e-08,14,"ACTG1","Monocytes"
"725",4.56648686256151e-12,0.424941499523179,0.75,0.518,6.40084463525246e-08,14,"ATP6V0E1","Monocytes"
"726",5.68004697309293e-12,0.355493776113228,0.391,0.181,7.96172184218436e-08,14,"MRPL23","Monocytes"
"727",5.76399101523145e-12,0.435495532931072,0.297,0.121,8.07938620604992e-08,14,"ACAA1","Monocytes"
"728",7.9821001348432e-12,0.402590574952205,0.464,0.24,1.11885097590097e-07,14,"WAS","Monocytes"
"729",9.20869368205475e-12,0.344234438070837,0.281,0.113,1.29078259341361e-07,14,"TMEM14C","Monocytes"
"730",1.07035590161923e-11,0.417632676104047,0.635,0.38,1.50031786729967e-07,14,"PTP4A2","Monocytes"
"731",1.12528390827246e-11,0.317844092611745,0.422,0.198,1.5773104542255e-07,14,"GRB2","Monocytes"
"732",1.18604916797004e-11,0.395682830413061,0.583,0.33,1.6624851187436e-07,14,"LAMTOR1","Monocytes"
"733",1.3064160703268e-11,0.392808870749914,0.604,0.335,1.83120340577708e-07,14,"COX7B","Monocytes"
"734",1.82147452447967e-11,0.378995829619631,0.469,0.239,2.55316084096315e-07,14,"ANAPC11","Monocytes"
"735",2.81854822174963e-11,0.377628650989902,0.578,0.321,3.95075904242646e-07,14,"SF3B5","Monocytes"
"736",3.56199243394163e-11,0.397499411746925,0.542,0.301,4.99284479465599e-07,14,"ABRACL","Monocytes"
"737",7.13848363521972e-11,0.341437958834082,0.505,0.259,1.00060125114875e-06,14,"MYH9","Monocytes"
"738",9.05893135480894e-11,0.417890113264102,0.755,0.525,1.26979040800357e-06,14,"ATP5I","Monocytes"
"739",1.58307721811026e-10,0.392165417522073,0.667,0.422,2.21899933662515e-06,14,"ENO1","Monocytes"
"740",1.62345602924167e-10,0.431226769623956,0.719,0.472,2.27559831618805e-06,14,"IER2","Monocytes"
"741",1.68875571120075e-10,0.445636174917297,0.495,0.26,2.36712888039009e-06,14,"RAP1A","Monocytes"
"742",2.23450160719653e-10,0.367417130081687,0.625,0.379,3.13210090280737e-06,14,"SEC61G","Monocytes"
"743",2.44759615571568e-10,0.416465765684389,0.87,0.826,3.43079553146667e-06,14,"YBX1","Monocytes"
"744",3.14575203412167e-10,0.323144752369593,0.448,0.224,4.40940062622835e-06,14,"ZNHIT1","Monocytes"
"745",3.35421388547883e-10,0.411139608165245,0.464,0.252,4.70160160327568e-06,14,"CHCHD10","Monocytes"
"746",3.49483933000547e-10,0.363949913354313,0.344,0.158,4.89871628886866e-06,14,"TIMM13","Monocytes"
"747",3.71753974411447e-10,0.321330052080328,0.573,0.31,5.21087545932525e-06,14,"PRDX5","Monocytes"
"748",6.8324145287281e-10,0.35161207444512,0.625,0.395,9.57699544491817e-06,14,"VAMP8","Monocytes"
